[gene_name]	expression
AC000081.1	1
AC000082.1	1
AC000085.1	0
AC000089.1	17
AC000093.1	0
AC000095.1	2
AC000095.2	0
AC000095.3	0
AC000099.1	0
AC000111.1	0
AC000111.2	0
AC000113.1	0
AC000120.1	38
AC000120.2	0
AC000120.3	0
AC000123.1	1
AC000123.2	51
AC000123.3	508
AC000124.1	0
AC000362.1	0
AC000367.1	0
AC000372.1	0
AC000374.1	0
AC000403.1	3
AC001226.1	12
AC001226.2	3
AC002044.1	3
AC002044.2	35
AC002044.3	28
AC002056.1	3
AC002056.2	1
AC002057.1	0
AC002057.2	0
AC002059.1	15
AC002059.2	4
AC002059.3	2
AC002064.1	0
AC002064.2	0
AC002064.3	0
AC002066.1	0
AC002069.1	2
AC002069.2	0
AC002069.3	0
AC002070.1	6
AC002072.1	0
AC002074.1	0
AC002074.2	0
AC002075.1	0
AC002075.2	29
AC002076.1	0
AC002076.2	0
AC002090.1	0
AC002091.1	1
AC002091.2	0
AC002094.1	0
AC002094.2	0
AC002094.3	0
AC002094.4	10
AC002094.5	0
AC002101.1	0
AC002115.1	0
AC002116.1	0
AC002116.2	7
AC002127.1	0
AC002128.1	2
AC002128.2	0
AC002306.1	4
AC002310.1	14
AC002310.2	6
AC002310.3	0
AC002310.4	0
AC002310.5	2
AC002331.1	2
AC002347.1	8
AC002347.2	0
AC002350.1	4
AC002351.1	0
AC002366.1	0
AC002367.1	6
AC002368.1	0
AC002375.1	0
AC002377.1	1
AC002378.1	0
AC002381.1	0
AC002383.1	0
AC002386.1	0
AC002398.1	0
AC002398.2	3
AC002400.1	0
AC002401.1	1
AC002401.2	0
AC002401.3	1
AC002401.4	0
AC002407.1	0
AC002428.1	0
AC002428.2	0
AC002429.1	0
AC002429.2	0
AC002451.1	1
AC002451.2	1
AC002454.1	86
AC002456.1	53
AC002456.2	0
AC002458.1	0
AC002460.1	0
AC002460.2	8
AC002463.1	1
AC002464.1	39
AC002465.1	0
AC002465.2	0
AC002467.1	31
AC002470.1	2
AC002470.2	0
AC002472.1	1
AC002472.2	0
AC002472.3	0
AC002472.4	0
AC002480.1	0
AC002480.2	0
AC002486.1	0
AC002486.2	0
AC002487.1	0
AC002504.1	1
AC002511.1	1
AC002511.2	0
AC002511.3	0
AC002519.1	4
AC002519.2	0
AC002524.1	0
AC002525.1	0
AC002529.1	1
AC002540.1	0
AC002542.1	1
AC002542.2	0
AC002543.1	0
AC002545.1	0
AC002546.1	0
AC002550.1	1
AC002550.2	1
AC002551.1	2
AC002553.1	10
AC002553.2	77
AC002558.1	246
AC002558.2	1
AC002558.3	274
AC002563.1	1
AC002984.1	0
AC002985.1	0
AC002996.1	0
AC003001.1	0
AC003001.2	0
AC003002.1	0
AC003002.2	0
AC003002.3	5
AC003005.1	0
AC003005.2	7
AC003006.1	0
AC003009.1	1
AC003035.1	2
AC003035.2	0
AC003043.1	1
AC003043.2	3
AC003044.1	0
AC003045.1	0
AC003070.1	0
AC003070.2	1
AC003070.7	0
AC003071.1	4
AC003071.2	0
AC003072.1	8
AC003077.1	0
AC003080.1	1
AC003084.1	0
AC003086.1	0
AC003087.1	0
AC003092.1	6
AC003092.2	0
AC003093.1	11
AC003098.1	0
AC003101.1	0
AC003101.2	0
AC003101.3	0
AC003102.1	106
AC003112.1	3
AC003659.1	0
AC003665.1	381
AC003666.1	0
AC003669.1	0
AC003681.1	21
AC003682.1	46
AC003684.1	0
AC003685.1	0
AC003685.2	0
AC003686.1	0
AC003687.1	0
AC003688.1	0
AC003688.2	0
AC003950.1	0
AC003956.1	0
AC003957.1	0
AC003958.1	0
AC003958.2	0
AC003965.1	0
AC003965.2	0
AC003973.1	1
AC003973.2	0
AC003975.1	0
AC003982.1	0
AC003984.1	4
AC003985.1	0
AC003986.1	1
AC003986.2	0
AC003986.3	0
AC003988.1	0
AC003989.1	0
AC003989.2	0
AC003991.1	1
AC003991.2	1
AC003992.1	0
AC004000.1	0
AC004004.1	0
AC004006.1	0
AC004009.1	0
AC004009.2	0
AC004009.3	0
AC004012.1	0
AC004014.1	0
AC004014.2	0
AC004022.1	0
AC004022.2	0
AC004023.1	0
AC004024.1	7
AC004034.1	11
AC004039.1	0
AC004047.1	0
AC004052.1	1
AC004053.1	0
AC004054.1	0
AC004057.1	2
AC004062.1	0
AC004063.1	1
AC004066.1	0
AC004066.2	0
AC004067.1	18
AC004069.1	6
AC004069.2	0
AC004074.1	0
AC004076.1	0
AC004076.2	28
AC004080.1	0
AC004080.2	0
AC004080.3	0
AC004080.4	0
AC004080.5	0
AC004080.6	0
AC004080.7	0
AC004083.1	11
AC004086.1	20110
AC004112.1	0
AC004129.1	0
AC004129.2	0
AC004129.3	0
AC004130.1	0
AC004134.1	0
AC004147.1	0
AC004147.2	0
AC004147.3	0
AC004147.4	0
AC004147.5	0
AC004148.1	0
AC004148.2	7
AC004151.1	5832
AC004156.1	1068
AC004156.2	12
AC004158.1	0
AC004160.1	2
AC004160.2	0
AC004217.1	0
AC004217.2	0
AC004221.1	11
AC004223.1	0
AC004223.2	57
AC004223.3	0
AC004223.4	9
AC004224.1	19
AC004224.2	0
AC004231.1	0
AC004231.3	0
AC004232.1	0
AC004232.2	32
AC004233.1	0
AC004233.2	0
AC004233.3	0
AC004241.1	6
AC004241.2	0
AC004241.3	29
AC004241.4	0
AC004241.5	18
AC004253.1	0
AC004253.2	0
AC004257.1	19
AC004263.1	3
AC004263.2	2
AC004264.1	0
AC004264.2	36
AC004381.1	0
AC004381.2	13
AC004381.3	7
AC004383.1	1
AC004386.1	0
AC004386.2	0
AC004408.1	1
AC004408.2	8
AC004415.1	1
AC004448.1	0
AC004448.2	2
AC004448.3	0
AC004448.4	0
AC004449.1	7
AC004453.1	110
AC004453.2	1
AC004461.1	0
AC004461.2	33
AC004464.1	0
AC004466.1	2
AC004466.2	56
AC004466.3	1
AC004467.1	0
AC004470.1	0
AC004471.1	7
AC004471.2	30
AC004475.1	815
AC004477.1	6
AC004477.2	0
AC004477.3	0
AC004485.1	0
AC004486.1	0
AC004490.1	1
AC004491.1	12
AC004492.1	10
AC004494.1	12
AC004494.2	7
AC004522.1	0
AC004522.2	4
AC004522.3	0
AC004522.4	5
AC004528.1	15
AC004528.2	4
AC004540.1	0
AC004540.2	0
AC004542.1	0
AC004542.2	0
AC004543.1	0
AC004549.1	0
AC004551.1	79
AC004551.2	2
AC004552.1	0
AC004554.1	1
AC004554.2	0
AC004584.1	0
AC004584.2	0
AC004584.3	43
AC004585.1	5
AC004585.2	6
AC004590.1	0
AC004593.1	0
AC004593.2	11
AC004593.3	2
AC004594.1	2
AC004596.1	8
AC004597.1	0
AC004623.1	1
AC004637.1	1
AC004672.1	5
AC004672.2	5
AC004674.1	1
AC004674.2	2
AC004678.1	28
AC004678.2	34
AC004687.1	1103
AC004687.2	11
AC004687.3	7
AC004690.1	0
AC004690.2	0
AC004691.1	0
AC004691.2	0
AC004692.1	1
AC004692.2	0
AC004696.1	0
AC004696.2	0
AC004702.1	2
AC004704.1	12
AC004706.1	0
AC004706.2	0
AC004706.3	35
AC004707.1	1
AC004765.1	0
AC004771.1	3
AC004771.2	0
AC004771.3	24
AC004771.4	2
AC004771.5	0
AC004775.1	0
AC004777.1	2
AC004784.1	1
AC004790.1	1
AC004790.2	0
AC004792.1	0
AC004797.1	8
AC004801.1	0
AC004801.2	30
AC004801.3	7
AC004801.4	0
AC004801.5	1
AC004801.6	20
AC004801.7	1
AC004803.1	49
AC004805.1	0
AC004805.2	0
AC004805.3	0
AC004808.1	1
AC004808.2	0
AC004812.1	0
AC004812.2	12
AC004816.1	0
AC004816.2	0
AC004817.1	0
AC004817.2	0
AC004817.3	3
AC004817.4	0
AC004817.5	3
AC004825.1	0
AC004825.2	14
AC004825.3	0
AC004828.1	0
AC004828.2	0
AC004830.1	0
AC004832.1	0
AC004832.2	2
AC004832.3	0
AC004832.4	1
AC004832.5	7
AC004832.6	12
AC004834.1	1
AC004835.1	0
AC004835.2	1
AC004836.1	0
AC004837.1	0
AC004837.2	1
AC004837.3	0
AC004837.4	7
AC004839.1	3
AC004840.1	37
AC004840.2	0
AC004846.1	6
AC004846.2	51
AC004847.1	49
AC004852.1	0
AC004852.2	0
AC004852.3	0
AC004853.1	0
AC004854.1	11
AC004854.2	67
AC004858.1	5
AC004862.1	0
AC004863.1	0
AC004865.1	0
AC004865.2	19
AC004866.1	0
AC004866.2	0
AC004869.1	0
AC004869.2	0
AC004870.1	0
AC004870.2	0
AC004870.3	1
AC004870.4	3
AC004875.1	0
AC004877.1	3
AC004877.2	1
AC004879.1	0
AC004882.1	0
AC004882.2	0
AC004882.3	0
AC004884.1	0
AC004884.2	0
AC004888.1	0
AC004889.1	2
AC004890.1	65
AC004890.2	57
AC004890.3	0
AC004893.1	188
AC004893.2	0
AC004893.3	209
AC004895.1	3
AC004898.1	1
AC004899.1	0
AC004899.2	0
AC004900.1	0
AC004906.1	1
AC004908.1	0
AC004908.2	13
AC004908.3	10
AC004910.1	0
AC004911.1	0
AC004917.1	0
AC004918.1	50
AC004918.4	121
AC004920.1	0
AC004921.1	0
AC004921.2	1
AC004922.1	22
AC004923.1	3
AC004923.2	0
AC004923.3	0
AC004923.4	0
AC004925.1	0
AC004930.1	0
AC004936.1	0
AC004938.1	0
AC004938.2	15
AC004941.1	0
AC004941.2	0
AC004943.1	1
AC004943.2	36
AC004943.3	0
AC004944.1	0
AC004945.1	0
AC004946.1	2
AC004946.2	0
AC004947.1	0
AC004947.2	0
AC004947.3	0
AC004948.1	10
AC004949.1	1
AC004951.1	119
AC004951.2	47
AC004951.3	20
AC004951.4	18
AC004965.1	0
AC004967.1	2
AC004967.2	12
AC004969.1	0
AC004972.1	0
AC004973.1	0
AC004974.1	0
AC004975.1	1
AC004975.2	0
AC004980.1	188
AC004980.2	0
AC004980.3	2
AC004980.4	0
AC004982.1	5
AC004982.2	22
AC004986.1	0
AC004987.1	0
AC004987.2	0
AC004987.3	1
AC004987.4	0
AC004988.1	0
AC004990.1	3
AC004994.1	0
AC004997.1	2
AC005000.1	2
AC005000.2	0
AC005002.1	0
AC005002.2	0
AC005005.1	0
AC005005.2	1
AC005005.3	2
AC005005.4	3
AC005006.1	0
AC005008.1	0
AC005008.2	1
AC005009.1	0
AC005009.2	3
AC005011.1	0
AC005013.1	0
AC005014.1	4
AC005014.2	4
AC005014.3	0
AC005014.4	1
AC005019.1	1
AC005019.2	0
AC005020.1	3
AC005020.2	0
AC005021.1	0
AC005033.1	0
AC005034.1	0
AC005034.2	0
AC005034.3	0
AC005034.4	0
AC005034.5	8
AC005034.6	0
AC005037.1	43
AC005040.1	1
AC005040.2	0
AC005041.1	0
AC005041.2	1
AC005041.3	9
AC005041.4	0
AC005041.5	6
AC005042.1	6
AC005042.2	0
AC005042.3	0
AC005046.1	16
AC005050.1	0
AC005050.2	0
AC005050.3	5
AC005052.1	4
AC005052.2	3
AC005062.1	0
AC005064.1	0
AC005066.1	0
AC005070.1	0
AC005070.2	0
AC005070.3	29
AC005071.1	0
AC005072.1	84
AC005076.1	14
AC005077.1	2
AC005077.2	3
AC005077.3	0
AC005077.4	3
AC005081.1	2
AC005082.1	16
AC005082.2	0
AC005083.1	0
AC005084.1	0
AC005086.1	0
AC005086.2	0
AC005086.3	0
AC005086.4	2
AC005088.1	0
AC005089.1	4
AC005090.1	0
AC005091.1	11
AC005094.1	2
AC005096.1	0
AC005099.1	0
AC005100.1	1
AC005100.2	0
AC005102.1	0
AC005104.1	0
AC005104.2	4
AC005104.3	0
AC005105.1	0
AC005144.1	1
AC005153.1	0
AC005154.1	0
AC005154.2	17
AC005154.3	0
AC005154.4	0
AC005154.5	0
AC005156.1	18
AC005160.1	0
AC005162.1	0
AC005162.2	0
AC005162.3	0
AC005165.1	1
AC005165.2	5
AC005165.3	0
AC005176.1	0
AC005176.2	0
AC005178.1	2
AC005180.1	4
AC005180.2	0
AC005181.1	0
AC005183.1	0
AC005185.1	0
AC005186.1	3
AC005189.1	2
AC005191.1	0
AC005197.1	16
AC005208.1	0
AC005209.1	0
AC005220.1	1
AC005224.1	1
AC005224.2	49
AC005224.3	158
AC005225.1	0
AC005225.2	1
AC005225.3	2
AC005225.4	13
AC005229.1	0
AC005229.2	0
AC005229.3	0
AC005229.4	18
AC005229.5	0
AC005230.1	0
AC005232.1	0
AC005234.1	0
AC005234.2	1
AC005237.1	0
AC005237.2	0
AC005244.1	37
AC005244.2	0
AC005252.1	0
AC005252.2	0
AC005252.3	0
AC005252.4	0
AC005253.1	0
AC005253.2	1
AC005255.1	4
AC005255.2	1
AC005256.1	0
AC005258.1	0
AC005258.2	12
AC005261.1	447
AC005261.2	555
AC005261.3	1
AC005261.4	0
AC005261.5	0
AC005261.6	1
AC005262.1	41
AC005262.2	3
AC005264.1	5
AC005274.1	0
AC005277.1	18
AC005277.2	0
AC005280.1	0
AC005280.2	9
AC005280.3	0
AC005281.1	0
AC005288.1	3
AC005291.1	0
AC005291.2	0
AC005293.1	1
AC005294.1	0
AC005296.1	0
AC005297.1	0
AC005297.2	0
AC005297.3	0
AC005300.1	2
AC005301.1	0
AC005301.2	1
AC005303.1	1
AC005304.1	0
AC005304.2	1
AC005304.3	2
AC005306.1	93
AC005307.1	0
AC005323.1	2
AC005323.2	0
AC005324.1	1
AC005324.2	0
AC005324.3	0
AC005324.4	0
AC005324.5	0
AC005324.6	0
AC005326.1	0
AC005329.1	61
AC005329.2	0
AC005329.3	2
AC005330.1	2
AC005332.1	86
AC005332.2	23
AC005332.3	37
AC005332.4	267
AC005332.5	194
AC005332.6	397
AC005332.7	5
AC005336.1	0
AC005336.2	0
AC005336.3	0
AC005339.1	21
AC005341.1	0
AC005342.1	2
AC005342.2	1
AC005343.1	0
AC005343.4	3
AC005344.1	0
AC005345.1	0
AC005351.1	0
AC005355.1	7
AC005355.2	0
AC005357.1	0
AC005357.2	1
AC005358.1	0
AC005358.2	0
AC005363.1	0
AC005363.2	3
AC005377.1	0
AC005379.1	0
AC005381.1	0
AC005383.1	2
AC005387.1	0
AC005387.2	0
AC005391.1	44
AC005392.1	0
AC005392.2	1
AC005392.3	1
AC005393.1	0
AC005394.1	0
AC005394.2	0
AC005400.1	1
AC005410.1	1
AC005410.2	3
AC005412.1	4
AC005414.1	0
AC005476.1	0
AC005476.2	1
AC005479.1	4
AC005479.2	1
AC005480.1	0
AC005480.2	1
AC005481.1	1
AC005482.1	0
AC005486.1	0
AC005487.1	1
AC005495.1	13
AC005495.2	0
AC005498.1	0
AC005498.2	2
AC005498.3	1
AC005514.1	5
AC005515.1	0
AC005515.2	0
AC005518.1	0
AC005518.2	0
AC005519.1	27
AC005520.1	29
AC005520.2	5
AC005520.3	51
AC005520.4	0
AC005520.5	8
AC005521.1	0
AC005522.1	1
AC005523.1	2
AC005523.2	3
AC005524.1	0
AC005529.1	4
AC005531.1	1
AC005532.1	23
AC005532.2	0
AC005534.1	151
AC005534.2	1
AC005537.1	0
AC005538.1	0
AC005538.2	0
AC005538.3	0
AC005539.1	0
AC005540.1	31
AC005544.1	0
AC005544.2	0
AC005546.1	54
AC005548.1	1
AC005549.1	0
AC005550.1	0
AC005550.2	0
AC005551.1	6
AC005552.1	0
AC005559.1	0
AC005562.1	46
AC005562.2	0
AC005578.1	3
AC005580.1	0
AC005586.1	1
AC005586.2	0
AC005587.1	3
AC005588.1	0
AC005592.1	0
AC005592.2	0
AC005593.1	9
AC005594.1	10
AC005597.1	0
AC005599.1	1
AC005606.1	2
AC005606.2	4
AC005609.1	0
AC005609.2	0
AC005609.3	0
AC005609.4	0
AC005609.5	0
AC005614.1	3
AC005614.2	0
AC005616.1	0
AC005618.1	4
AC005618.2	0
AC005618.3	0
AC005618.4	4
AC005622.1	1
AC005625.1	2
AC005632.1	0
AC005632.2	82
AC005632.3	0
AC005632.4	1
AC005632.5	4
AC005666.1	1
AC005670.1	3
AC005670.2	0
AC005670.3	138
AC005674.1	1
AC005674.2	986
AC005682.1	1
AC005682.2	3
AC005691.1	0
AC005692.1	0
AC005692.2	0
AC005692.3	0
AC005695.1	3
AC005695.2	0
AC005695.3	4
AC005696.1	2
AC005696.2	1
AC005696.3	187
AC005696.4	4
AC005697.1	1
AC005697.2	0
AC005697.3	0
AC005699.1	5
AC005702.1	0
AC005702.2	3
AC005702.3	0
AC005702.4	0
AC005702.5	0
AC005703.1	0
AC005703.2	0
AC005703.3	0
AC005703.4	0
AC005703.5	0
AC005703.6	1
AC005703.7	0
AC005722.1	0
AC005722.2	1
AC005722.3	0
AC005725.1	0
AC005726.1	140
AC005726.2	0
AC005726.3	13
AC005726.4	0
AC005726.5	21
AC005730.1	2
AC005730.2	4
AC005730.3	4
AC005736.1	8
AC005736.2	0
AC005740.1	1
AC005740.2	0
AC005740.3	0
AC005740.4	29
AC005740.5	1
AC005741.1	0
AC005746.1	2
AC005746.2	0
AC005746.3	0
AC005747.1	2775
AC005753.1	0
AC005753.2	0
AC005753.3	2
AC005757.1	2
AC005758.1	1
AC005759.1	6
AC005759.2	11
AC005771.1	1
AC005772.1	0
AC005772.2	0
AC005774.1	0
AC005775.1	3
AC005776.1	41
AC005776.2	79
AC005777.1	2
AC005785.1	30
AC005785.2	62
AC005786.1	1
AC005786.2	32
AC005786.3	139
AC005786.4	0
AC005789.1	26
AC005790.1	0
AC005796.1	0
AC005798.1	0
AC005803.1	0
AC005808.1	0
AC005821.1	1
AC005821.2	1
AC005822.1	18
AC005823.1	0
AC005823.2	1
AC005828.1	0
AC005828.2	1
AC005828.3	1
AC005828.4	7
AC005828.5	0
AC005828.6	0
AC005828.7	1
AC005829.1	5
AC005829.2	0
AC005831.1	33
AC005832.1	0
AC005832.2	1
AC005832.3	1
AC005832.4	0
AC005833.1	2
AC005833.2	14
AC005837.1	16
AC005837.2	0
AC005837.3	1
AC005838.1	0
AC005838.2	2
AC005839.1	245
AC005840.1	191
AC005840.2	17
AC005840.3	9
AC005840.4	32
AC005840.5	8
AC005841.1	2
AC005842.1	0
AC005845.1	0
AC005856.1	1
AC005858.1	0
AC005858.2	0
AC005858.3	1
AC005863.1	0
AC005865.1	0
AC005865.2	0
AC005865.3	0
AC005868.1	0
AC005871.1	0
AC005871.2	0
AC005884.1	1
AC005884.2	0
AC005888.1	0
AC005899.1	2
AC005899.2	0
AC005899.3	0
AC005899.4	0
AC005899.5	19
AC005899.6	16
AC005899.7	25
AC005899.8	30
AC005901.1	0
AC005906.1	1
AC005906.2	1
AC005906.3	3
AC005908.1	0
AC005908.2	0
AC005908.3	0
AC005909.1	0
AC005909.2	0
AC005911.1	10
AC005912.1	74
AC005912.2	1
AC005914.1	2
AC005915.1	0
AC005920.1	32
AC005920.2	0
AC005920.3	0
AC005920.4	0
AC005921.1	0
AC005921.2	0
AC005921.3	440
AC005921.4	0
AC005943.1	0
AC005943.2	0
AC005944.1	2
AC005951.1	0
AC005954.1	192
AC005954.2	1
AC005954.3	0
AC005962.1	1
AC005962.2	0
AC005972.1	1
AC005972.2	0
AC005972.3	1
AC005993.1	0
AC005996.1	0
AC005998.1	0
AC005999.1	0
AC005999.2	0
AC006001.1	62
AC006001.2	37
AC006001.3	1060
AC006001.4	0
AC006003.1	0
AC006004.1	2
AC006006.1	1
AC006007.1	1
AC006008.1	34
AC006011.1	0
AC006011.2	23
AC006013.1	1
AC006015.1	0
AC006017.1	246
AC006019.1	0
AC006019.2	0
AC006019.3	0
AC006020.1	7
AC006022.1	1
AC006023.1	0
AC006023.2	1
AC006026.1	2
AC006026.2	0
AC006026.3	1
AC006027.1	7
AC006028.1	2
AC006030.1	3
AC006033.1	1
AC006033.2	2
AC006037.1	1
AC006037.2	0
AC006040.1	0
AC006041.1	0
AC006041.2	0
AC006042.1	1
AC006042.2	1
AC006042.3	64
AC006042.4	1
AC006043.1	0
AC006055.1	0
AC006058.1	0
AC006058.2	0
AC006058.3	1
AC006058.4	0
AC006059.1	4
AC006059.2	0
AC006059.3	0
AC006059.4	0
AC006059.5	0
AC006062.1	0
AC006063.1	1
AC006063.2	0
AC006063.3	0
AC006063.4	0
AC006064.1	10
AC006064.2	3
AC006064.3	22
AC006064.4	38
AC006064.5	0
AC006064.6	0
AC006065.1	1
AC006065.2	0
AC006065.3	0
AC006065.4	0
AC006065.5	0
AC006065.6	0
AC006076.1	3
AC006077.1	0
AC006077.2	66
AC006111.1	1
AC006111.2	2
AC006111.3	0
AC006112.1	0
AC006115.1	0
AC006115.2	3
AC006116.1	3
AC006116.10	0
AC006116.11	19
AC006116.2	0
AC006116.3	0
AC006116.4	2
AC006116.5	3
AC006116.6	0
AC006116.7	6
AC006116.8	6
AC006116.9	1
AC006122.1	6
AC006128.1	5
AC006130.1	0
AC006130.2	0
AC006130.3	9
AC006133.1	0
AC006141.1	206
AC006144.1	0
AC006144.2	1
AC006145.1	0
AC006146.1	5
AC006148.1	2
AC006148.2	0
AC006150.1	0
AC006153.1	0
AC006157.1	6
AC006158.1	0
AC006158.2	0
AC006158.3	0
AC006159.1	0
AC006159.2	0
AC006160.1	7
AC006160.2	0
AC006195.1	9
AC006197.1	0
AC006197.2	0
AC006199.1	0
AC006205.1	0
AC006205.2	0
AC006206.1	0
AC006206.2	0
AC006207.1	2
AC006210.1	0
AC006210.2	2
AC006213.1	3
AC006213.2	1
AC006213.3	0
AC006213.4	0
AC006213.5	0
AC006213.6	0
AC006213.7	1
AC006230.1	7
AC006236.1	0
AC006237.1	4
AC006238.1	5
AC006238.2	0
AC006249.1	1
AC006252.1	3
AC006254.1	36
AC006254.2	0
AC006254.3	0
AC006262.1	0
AC006262.2	0
AC006262.3	0
AC006262.4	0
AC006270.1	1
AC006270.2	0
AC006270.3	0
AC006272.1	0
AC006272.2	0
AC006273.1	0
AC006277.1	0
AC006288.1	0
AC006296.1	1
AC006296.2	0
AC006296.3	0
AC006299.1	9
AC006305.1	0
AC006305.2	0
AC006305.3	0
AC006326.1	2
AC006328.1	0
AC006328.2	0
AC006329.1	2
AC006329.2	0
AC006330.1	15
AC006333.1	12
AC006333.2	35
AC006335.1	0
AC006335.2	0
AC006338.1	0
AC006338.2	0
AC006348.1	0
AC006349.1	3
AC006355.1	0
AC006355.2	0
AC006357.1	0
AC006362.1	0
AC006363.1	0
AC006364.1	1
AC006366.1	1
AC006369.1	3
AC006369.2	0
AC006372.1	1
AC006372.2	0
AC006372.3	0
AC006372.4	2
AC006378.1	0
AC006378.2	3
AC006380.1	3
AC006386.1	0
AC006386.2	0
AC006387.1	0
AC006390.1	0
AC006398.1	0
AC006427.1	1
AC006427.2	1
AC006435.1	19
AC006435.2	54
AC006435.3	5
AC006435.4	1
AC006435.5	11
AC006441.1	0
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0
AC006445.2	1
AC006445.3	0
AC006449.1	0
AC006449.2	3
AC006449.3	0
AC006449.5	3
AC006449.6	27
AC006449.7	7
AC006450.1	0
AC006450.2	0
AC006450.3	0
AC006452.1	2
AC006453.1	0
AC006453.2	0
AC006453.3	0
AC006453.4	0
AC006453.5	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006459.1	0
AC006460.1	0
AC006460.2	37
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006478.1	0
AC006478.2	0
AC006480.1	0
AC006480.2	34
AC006482.1	0
AC006483.1	0
AC006483.2	0
AC006484.1	0
AC006486.1	0
AC006486.2	20
AC006487.1	1
AC006487.2	1
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	13
AC006504.2	0
AC006504.3	1
AC006504.4	0
AC006504.5	33
AC006504.6	0
AC006504.7	0
AC006509.1	0
AC006509.2	0
AC006511.1	1
AC006511.2	2
AC006511.3	39
AC006511.4	1
AC006511.5	16
AC006511.6	1
AC006512.1	0
AC006512.2	0
AC006517.1	0
AC006517.2	1
AC006518.1	1
AC006518.2	2
AC006518.7	0
AC006525.1	0
AC006529.1	0
AC006530.1	1
AC006538.1	784
AC006538.2	12
AC006538.3	0
AC006538.4	76
AC006538.5	2
AC006539.1	0
AC006539.2	0
AC006539.3	0
AC006547.1	8
AC006547.2	25
AC006547.3	2
AC006548.1	0
AC006548.2	0
AC006548.3	0
AC006557.1	0
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0
AC006557.6	0
AC006566.1	0
AC006566.2	1
AC006581.1	0
AC006581.2	0
AC006600.1	0
AC006600.2	2
AC006840.1	0
AC006924.1	1
AC006927.1	0
