"entrez_id"	"final_symbol"	"ENSG_id"	"gene_symbol"	"Gencode_symbol"	"Aliase"
"124906938"	"LOC124906938"	"ENSG00000289997"	"LOC124906938"	"ENSG00000289997"	"LOC124906938"
"124907726"	"LOC124907726"	"ENSG00000287126"	"LOC124907726"	"ENSG00000287126"	"LOC124907726"
"124907871"	"LOC124907871"	"ENSG00000287937"	"LOC124907871"	"ENSG00000287937"	"LOC124907871"
"124907878"	"LOC124907878"	"ENSG00000238207"	"LOC124907878"	"ENSG00000238207"	"LOC124907878"
"124907880"	"LOC124907880"	"ENSG00000271709"	"LOC124907880"	"ENSG00000271709"	"LOC124907880"
"124907913"	"LOC124907913"	"ENSG00000226681"	"LOC124907913"	"ENSG00000226681"	"LOC124907913"
"124907968"	"LOC124907968"	"ENSG00000287524"	"LOC124907968"	"ENSG00000287524"	"LOC124907968"
"124907978"	"LOC124907978"	"ENSG00000231597"	"LOC124907978"	"ENSG00000231597"	"LOC124907978"
"124907995"	"LOC124907995"	"ENSG00000287791"	"LOC124907995"	"ENSG00000287791"	"LOC124907995"
"124907998"	"LOC124907998"	"ENSG00000235293"	"LOC124907998"	"ENSG00000235293"	"LOC124907998"
"124908011"	"LOC124908011"	"ENSG00000288082"	"LOC124908011"	"ENSG00000288082"	"LOC124908011"
"124908056"	"LOC124908056"	"ENSG00000228999"	"LOC124908056"	"ENSG00000228999"	"LOC124908056"
"124909362"	"LOC124909362"	"ENSG00000289460"	"LOC124909362"	"ENSG00000289460"	"LOC124909362"
"124909383"	"LOC124909383"	"ENSG00000242775"	"LOC124909383"	"ENSG00000242775"	"LOC124909383"
"124909397"	"LOC124909397"	"ENSG00000286447"	"LOC124909397"	"ENSG00000286447"	"LOC124909397"
"124909412"	"LOC124909412"	"ENSG00000289153"	"LOC124909412"	"ENSG00000289153"	"LOC124909412"
"124909426"	"LOC124909426"	"ENSG00000287232"	"LOC124909426"	"ENSG00000287232"	"LOC124909426"
"124909446"	"LOC124909446"	"ENSG00000243273"	"LOC124909446"	"ENSG00000243273"	"LOC124909446"
"124909451"	"LOC124909451"	"ENSG00000288787"	"LOC124909451"	"ENSG00000288787"	"LOC124909451"
"124909495"	"LOC124909495"	"ENSG00000289451"	"LOC124909495"	"ENSG00000289451"	"LOC124909495"
"126987"	"LOC126987"	"NA"	"LOC126987"	"NA"	NA
"153910"	"LOC153910"	"ENSG00000236366"	"LOC153910"	"ENSG00000236366"	"LOC153910"
"154449"	"LOC154449"	"ENSG00000230960"	"LOC154449"	"ENSG00000230960"	"LOC154449"
"154761"	"LOC154761"	"ENSG00000291149"	"LOC154761"	"ENSG00000291149"	"LOC154761"
"158434"	"LOC158434"	"ENSG00000275465"	"LOC158434"	"ENSG00000275465"	"LOC158434"
"254896"	"LOC254896"	"ENSG00000284948"	"LOC254896"	"ENSG00000284948"	"LOC254896"
"283038"	"LOC283038"	"ENSG00000228021"	"LOC283038"	"ENSG00000228021"	"LOC283038"
"283045"	"LOC283045"	"ENSG00000288011"	"LOC283045"	"ENSG00000288011"	"LOC283045"
"283194"	"LOC283194"	"ENSG00000255240"	"LOC283194"	"ENSG00000255240"	"LOC283194"
"283299"	"LOC283299"	"ENSG00000254951"	"LOC283299"	"ENSG00000254951"	"LOC283299"
"283387"	"LOC283387"	"ENSG00000245651"	"LOC283387"	"ENSG00000245651"	"LOC283387"
"283683"	"LOC283683"	"ENSG00000274253"	"LOC283683"	"ENSG00000274253"	"LOC283683"
"283731"	"LOC283731"	"ENSG00000248540"	"LOC283731"	"ENSG00000248540"	"LOC283731"
"284191"	"LOC284191"	"ENSG00000230709"	"LOC284191"	"ENSG00000230709"	"LOC284191"
"284379"	"LOC284379"	"ENSG00000290755"	"LOC284379"	"ENSG00000290755"	"LOC284379"
"284788"	"LOC284788"	"ENSG00000204684"	"LOC284788"	"ENSG00000204684"	"LOC284788"
"284798"	"LOC284798"	"ENSG00000230725"	"LOC284798"	"ENSG00000230725"	"LOC284798"
"284933"	"LOC284933"	"ENSG00000281732"	"LOC284933"	"ENSG00000281732"	"LOC284933"
"285626"	"LOC285626"	"ENSG00000249738"	"LOC285626"	"ENSG00000249738"	"LOC285626"
"285638"	"LOC285638"	"ENSG00000249476"	"LOC285638"	"ENSG00000249476"	"LOC285638"
"285804"	"LOC285804"	"ENSG00000271820"	"LOC285804"	"ENSG00000271820"	"LOC285804"
"286059"	"LOC286059"	"ENSG00000246130"	"LOC286059"	"ENSG00000246130"	"LOC286059"
"286083"	"LOC286083"	"ENSG00000275427"	"LOC286083"	"ENSG00000275427"	"LOC286083"
"338694"	"LOC338694"	"ENSG00000261070"	"LOC338694"	"ENSG00000261070"	"LOC338694"
"339059"	"LOC339059"	"ENSG00000182376"	"LOC339059"	"ENSG00000182376"	"LOC339059"
"339166"	"LOC339166"	"ENSG00000284837"	"LOC339166"	"ENSG00000284837"	"LOC339166"
"339298"	"LOC339298"	"ENSG00000263547"	"LOC339298"	"ENSG00000263547"	"LOC339298"
"339666"	"LOC339666"	"ENSG00000230736"	"LOC339666"	"ENSG00000230736"	"LOC339666"
"339685"	"LOC339685"	"ENSG00000224715"	"LOC339685"	"ENSG00000224715"	"LOC339685"
"340512"	"LOC340512"	"ENSG00000230782"	"LOC340512"	"ENSG00000230782"	"LOC340512"
"343052"	"LOC343052"	"ENSG00000291199"	"LOC343052"	"ENSG00000291199"	"LOC343052"
"349160"	"LOC349160"	"ENSG00000234352"	"LOC349160"	"ENSG00000234352"	"LOC349160"
"374443"	"LOC374443"	"ENSG00000291107"	"LOC374443"	"ENSG00000291107"	"LOC374443"
"375196"	"LOC375196"	"ENSG00000269210"	"LOC375196"	"ENSG00000269210"	"LOC375196"
"388282"	"LOC388282"	"ENSG00000187185"	"LOC388282"	"ENSG00000187185"	"LOC388282"
"389199"	"LOC389199"	"ENSG00000228919"	"LOC389199"	"ENSG00000228919"	"LOC389199"
"389895"	"LOC389895"	"ENSG00000230707"	"LOC389895"	"ENSG00000230707"	"LOC389895"
"400499"	"LOC400499"	"ENSG00000188897"	"LOC400499"	"ENSG00000188897"	"LOC400499"
"400541"	"LOC400541"	"ENSG00000247228"	"LOC400541"	"ENSG00000247228"	"LOC400541"
"400553"	"LOC400553"	"ENSG00000205037"	"LOC400553"	"ENSG00000205037"	"LOC400553"
"400622"	"LOC400622"	"ENSG00000267665"	"LOC400622"	"ENSG00000267665"	"LOC400622"
"400627"	"LOC400627"	"ENSG00000261924"	"LOC400627"	"ENSG00000261924"	"LOC400627"
"400748"	"LOC400748"	"ENSG00000235143"	"LOC400748"	"ENSG00000235143"	"LOC400748"
"401442"	"LOC401442"	"ENSG00000282375"	"LOC401442"	"ENSG00000282375"	"LOC401442"
"403312"	"LOC403312"	"ENSG00000255537"	"LOC403312"	"ENSG00000255537"	"LOC403312"
"439933"	"LOC439933"	"ENSG00000247193"	"LOC439933"	"ENSG00000247193"	"LOC439933"
"440300"	"LOC440300"	"ENSG00000291211"	"LOC440300"	"ENSG00000291211"	"LOC440300"
"440910"	"LOC440910"	"ENSG00000290654"	"LOC440910"	"ENSG00000290654"	"LOC440910"
"441179"	"LOC441179"	"ENSG00000269155"	"LOC441179"	"ENSG00000269155"	"LOC441179"
"441239"	"LOC441239"	"ENSG00000189316"	"LOC441239"	"ENSG00000189316"	"LOC441239"
"441666"	"LOC441666"	"ENSG00000291065"	"LOC441666"	"ENSG00000291065"	"LOC441666"
"442028"	"LOC442028"	"ENSG00000291025"	"LOC442028"	"ENSG00000291025"	"LOC442028"
"442497"	"LOC442497"	"ENSG00000249574"	"LOC442497"	"ENSG00000249574"	"LOC442497"
"541473"	"LOC541473"	"ENSG00000290834"	"LOC541473"	"ENSG00000290834"	"LOC541473"
"554206"	"LOC554206"	"ENSG00000291179"	"LOC554206"	"ENSG00000291179"	"LOC554206"
"574538"	"LOC574538"	"ENSG00000249695"	"LOC574538"	"ENSG00000249695"	"LOC574538"
"613266"	"LOC613266"	"ENSG00000286546"	"LOC613266"	"ENSG00000286546"	"LOC613266"
"642361"	"LOC642361"	"ENSG00000272447"	"LOC642361"	"ENSG00000272447"	"LOC642361"
"644656"	"LOC644656"	"ENSG00000268403"	"LOC644656"	"ENSG00000268403"	"LOC644656"
"645188"	"LOC645188"	"ENSG00000223438"	"LOC645188"	"ENSG00000223438"	"SPANX-L|LOC645188"
"645485"	"LOC645485"	"ENSG00000246331"	"LOC645485"	"ENSG00000246331"	"LOC645485"
"645967"	"LOC645967"	"ENSG00000278899"	"LOC645967"	"ENSG00000278899"	"LOC645967"
"647264"	"LOC647264"	"ENSG00000285566"	"LOC647264"	"ENSG00000285566"	"LOC647264"
"649133"	"LOC649133"	"ENSG00000259541"	"LOC649133"	"ENSG00000259541"	"LOC649133"
"652276"	"LOC652276"	"ENSG00000291228"	"LOC652276"	"ENSG00000291228"	"LOC652276"
"654780"	"LOC654780"	"ENSG00000250685"	"LOC654780"	"ENSG00000250685"	"SFPQ|LOC654780"
"728158"	"LOC728158"	"ENSG00000287326"	"LOC728158"	"ENSG00000287326"	"LOC728158"
"728392"	"LOC728392"	"ENSG00000286190"	"LOC728392"	"ENSG00000286190"	"LOC728392"
"728485"	"LOC728485"	"ENSG00000267260"	"LOC728485"	"ENSG00000267260"	"LOC728485"
"728660"	"LOC728660"	"ENSG00000233145"	"LOC728660"	"ENSG00000233145"	"LOC728660"
"728743"	"LOC728743"	"ENSG00000284691"	"LOC728743"	"ENSG00000284691"	"LOC728743"
"729254"	"LOC729254"	"ENSG00000225884"	"LOC729254"	"ENSG00000225884"	"LOC729254"
"729732"	"LOC729732"	"ENSG00000283674"	"LOC729732"	"ENSG00000283674"	"LOC729732"
"729867"	"LOC729867"	"ENSG00000227741"	"LOC729867"	"ENSG00000227741"	"LOC729867"
"729966"	"LOC729966"	"ENSG00000284797"	"LOC729966"	"ENSG00000284797"	"LOC729966"
"730098"	"LOC730098"	"ENSG00000187186"	"LOC730098"	"ENSG00000187186"	"LOC730098"
"730100"	"LOC730100"	"ENSG00000231918"	"LOC730100"	"ENSG00000231918"	"LOC730100"
"730101"	"LOC730101"	"ENSG00000291006"	"LOC730101"	"ENSG00000291006"	"LOC730101"
"730183"	"LOC730183"	"ENSG00000261840"	"LOC730183"	"ENSG00000261840"	"LOC730183"
"730338"	"LOC730338"	"ENSG00000233539"	"LOC730338"	"ENSG00000233539"	"LOC730338"
"731157"	"LOC731157"	"ENSG00000255647"	"LOC731157"	"ENSG00000255647"	"LOC731157"
"780529"	"LOC780529"	"ENSG00000271776"	"LOC780529"	"ENSG00000271776"	"LOC780529"
"157542"	"LOC84773-CYHR1"	"ENSG00000291316"	"LOC84773-CYHR1"	"ENSG00000291316"	"LOC84773-CYHR1"
"93429"	"LOC93429"	"ENSG00000268460"	"LOC93429"	"ENSG00000268460"	"LOC93429"
"93463"	"LOC93463"	"ENSG00000124835"	"LOC93463"	"ENSG00000124835"	"LOC93463"
"93622"	"LOC93622"	"ENSG00000170846"	"LOC93622"	"ENSG00000170846"	"UPP|LOC93622"
"503693"	"LOH12CR2"	"ENSG00000205791"	"LOH12CR2"	"LOH12CR2"	"LOH2CR12|LOH12CR2"
"9361"	"LONP1"	"ENSG00000196365"	"LONP1"	"LONP1"	"CODASS|LON|LONP|LonHS|PIM1|PRSS15|hLON|LONP1"
"83752"	"LONP2"	"ENSG00000102910"	"LONP2"	"LONP2"	"LONP|LONPL|PLON|PSLON|LONP2"
"91694"	"LONRF1"	"ENSG00000154359"	"LONRF1"	"LONRF1"	"RNF191|LONRF1"
"164832"	"LONRF2"	"ENSG00000170500"	"LONRF2"	"LONRF2"	"RNF192|LONRF2"
"79836"	"LONRF3"	"ENSG00000175556"	"LONRF3"	"LONRF3"	"RNF127|LONRF3"
"4014"	"LORICRIN"	"ENSG00000203782"	"LORICRIN"	"LORICRIN"	"LOR|LORICRIN"
"4015"	"LOX"	"ENSG00000113083"	"LOX"	"LOX"	"AAT10|LOX"
"125336"	"LOXHD1"	"ENSG00000167210"	"LOXHD1"	"LOXHD1"	"DFNB77|LH2D1|LOXHD1"
"4016"	"LOXL1"	"ENSG00000129038"	"LOXL1"	"LOXL1"	"LOL|LOXL|LOXL1"
"100287616"	"LOXL1-AS1"	"ENSG00000261801"	"LOXL1-AS1"	"LOXL1-AS1"	"LOXL1-AS1"
"4017"	"LOXL2"	"ENSG00000134013"	"LOXL2"	"LOXL2"	"LOR|LOR2|WS9-14|LOXL2"
"100507156"	"LOXL2-AS1"	"ENSG00000253837"	"LOC100507156"	"LOXL2-AS1"	NA
"84695"	"LOXL3"	"ENSG00000115318"	"LOXL3"	"LOXL3"	"LOXL|MYP28|LOXL3"
"84171"	"LOXL4"	"ENSG00000138131"	"LOXL4"	"LOXL4"	"LOXC|LOXL4"
"4018"	"LPA"	"ENSG00000198670"	"LPA"	"LPA"	"AK38|APOA|LP|LPA"
"1902"	"LPAR1"	"ENSG00000198121"	"LPAR1"	"LPAR1"	"EDG2|Gpcr26|LPA1|Mrec1.3|VZG1|edg-2|rec.1.3|vzg-1|LPAR1"
"9170"	"LPAR2"	"ENSG00000064547"	"LPAR2"	"LPAR2"	"EDG-4|EDG4|LPA-2|LPA2|LPAR2"
"23566"	"LPAR3"	"ENSG00000171517"	"LPAR3"	"LPAR3"	"EDG7|Edg-7|GPCR|HOFNH30|LP-A3|LPA3|RP4-678I3|LPAR3"
"2846"	"LPAR4"	"ENSG00000147145"	"LPAR4"	"LPAR4"	"GPR23|LPA4|P2RY9|P2Y5-LIKE|P2Y9|LPAR4"
"57121"	"LPAR5"	"ENSG00000184574"	"LPAR5"	"LPAR5"	"GPR92|GPR93|KPG_010|LPA5|LPAR5"
"10161"	"LPAR6"	"ENSG00000139679"	"LPAR6"	"LPAR6"	"ARWH1|HYPT8|LAH3|LPA-6|P2RY5|P2Y5|LPAR6"
"79888"	"LPCAT1"	"ENSG00000153395"	"LPCAT1"	"LPCAT1"	"AGPAT10|AGPAT9|AYTL2|LPCAT-1|LPLAT8|PFAAP3|lpcat|lysoPAFAT|LPCAT1"
"10162"	"LPCAT3"	"ENSG00000111684"	"LPCAT3"	"LPCAT3"	"C3F|LPCAT|LPLAT 5|LPLAT12|LPSAT|MBOAT5|OACT5|nessy|LPCAT3"
"254531"	"LPCAT4"	"ENSG00000176454"	"LPCAT4"	"LPCAT4"	"AGPAT7|AYTL3|LPAAT-eta|LPEAT2|LPLAT10|LPCAT4"
"9926"	"LPGAT1"	"ENSG00000123684"	"LPGAT1"	"LPGAT1"	"FAM34A|FAM34A1|LPLAT7|NET8|LPGAT1"
"102723727"	"LPGAT1-AS1"	"ENSG00000229258"	"LPGAT1-AS1"	"LPGAT1-AS1"	"LPGAT1-AS1"
"23175"	"LPIN1"	"ENSG00000134324"	"LPIN1"	"LPIN1"	"PAP1|LPIN1"
"9663"	"LPIN2"	"ENSG00000101577"	"LPIN2"	"LPIN2"	"LPIN2"
"64900"	"LPIN3"	"ENSG00000132793"	"LPIN3"	"LPIN3"	"LIPN3L|SMP2|dJ620E11.2|LPIN3"
"4023"	"LPL"	"ENSG00000175445"	"LPL"	"LPL"	"HDLCQ11|LIPD|LPL"
"4025"	"LPO"	"ENSG00000167419"	"LPO"	"LPO"	"SPO|LPO"
"4026"	"LPP"	"ENSG00000145012"	"LPP"	"LPP"	"LPP"
"100873917"	"LPP-AS1"	"ENSG00000224563"	"LPP-AS1"	"LPP-AS1"	"LPP-AS1"
"339929"	"LPP-AS2"	"ENSG00000270959"	"LPP-AS2"	"LPP-AS2"	"MYCLo-5|MYCLo-6|LPP-AS2"
"9404"	"LPXN"	"ENSG00000110031"	"LPXN"	"LPXN"	"LDPL|LPXN"
"9227"	"LRAT"	"ENSG00000121207"	"LRAT"	"LRAT"	"LCA14|LRAT"
"151354"	"LRATD1"	"ENSG00000162981"	"LRATD1"	"LRATD1"	"FAM84A|NSE1|PP11517|LRATD1"
"157638"	"LRATD2"	"ENSG00000168672"	"LRATD2"	"LRATD2"	"BCMP101|FAM84B|NSE2|LRATD2"
"987"	"LRBA"	"ENSG00000198589"	"LRBA"	"LRBA"	"BGL|CDC4L|CVID8|LAB300|LBA|LRBA"
"23143"	"LRCH1"	"ENSG00000136141"	"LRCH1"	"LRCH1"	"CHDC1|NP81|LRCH1"
"57631"	"LRCH2"	"ENSG00000130224"	"LRCH2"	"LRCH2"	"dA204F4.4|LRCH2"
"84859"	"LRCH3"	"ENSG00000186001"	"LRCH3"	"LRCH3"	"LRCH3"
"4034"	"LRCH4"	"ENSG00000077454"	"LRCH4"	"LRCH4"	"LRN|LRRN1|LRRN4|PP14183|LRCH4"
"100507055"	"LRCOL1"	"ENSG00000204583"	"LRCOL1"	"LRCOL1"	"LRCOL1"
"57622"	"LRFN1"	"ENSG00000128011"	"LRFN1"	"LRFN1"	"SALM2|LRFN1"
"57497"	"LRFN2"	"ENSG00000156564"	"LRFN2"	"LRFN2"	"FIGLER2|KIAA1246|SALM1|LRFN2"
"79414"	"LRFN3"	"ENSG00000126243"	"LRFN3"	"LRFN3"	"FIGLER1|SALM4|LRFN3"
"78999"	"LRFN4"	"ENSG00000173621"	"LRFN4"	"LRFN4"	"FIGLER6|SALM3|SALM3.|LRFN4"
"145581"	"LRFN5"	"ENSG00000165379"	"LRFN5"	"LRFN5"	"C14orf146|FIGLER8|SALM5|LRFN5"
"124907392"	"LRFN5-DT"	"ENSG00000258636"	"LOC124907392"	"LRFN5-DT"	NA
"116844"	"LRG1"	"ENSG00000171236"	"LRG1"	"LRG1"	"HMFT1766|LRG|LRG1"
"136332"	"LRGUK"	"ENSG00000155530"	"LRGUK"	"LRGUK"	"CFAP246|LRGUK"
"55791"	"LRIF1"	"ENSG00000121931"	"LRIF1"	"LRIF1"	"C1orf103|FSHD3|HBiX1|RIF1|LRIF1"
"26018"	"LRIG1"	"ENSG00000144749"	"LRIG1"	"LRIG1"	"LIG-1|LIG1|LRIG1"
"9860"	"LRIG2"	"ENSG00000198799"	"LRIG2"	"LRIG2"	"LIG-2|LIG2|UFS2|LRIG2"
"100996251"	"LRIG2-DT"	"ENSG00000238198"	"LRIG2-DT"	"LRIG2-DT"	"LRIG2-DT"
"121227"	"LRIG3"	"ENSG00000139263"	"LRIG3"	"LRIG3"	"LIG3|LRIG3"
"26103"	"LRIT1"	"ENSG00000148602"	"LRIT1"	"LRIT1"	"FIGLER9|LRRC21|PAL|LRIT1"
"340745"	"LRIT2"	"ENSG00000204033"	"LRIT2"	"LRIT2"	"LRRC22|LRIT2"
"345193"	"LRIT3"	"ENSG00000183423"	"LRIT3"	"LRIT3"	"CSNB1F|FIGLER4|LRIT3"
"83938"	"LRMDA"	"ENSG00000148655"	"LRMDA"	"LRMDA"	"C10orf11|CDA017|LRMDA"
"4035"	"LRP1"	"ENSG00000123384"	"LRP1"	"LRP1"	"A2MR|APOER|APR|CD91|IGFBP-3R|IGFBP3R|IGFBP3R1|KPA|LRP|LRP1A|TGFBR5|LRP1"
"26020"	"LRP10"	"ENSG00000197324"	"LRP10"	"LRP10"	"LRP-10|LRP9|MST087|MSTP087|LRP10"
"84918"	"LRP11"	"ENSG00000120256"	"LRP11"	"LRP11"	"MANSC3|bA350J20.3|LRP11"
"29967"	"LRP12"	"ENSG00000147650"	"LRP12"	"LRP12"	"MIG13A|ST7|LRP12"
"105751187"	"LRP1-AS"	"ENSG00000259125"	"LRP1-AS"	"LRP1-AS"	"LRP1-AS"
"53353"	"LRP1B"	"ENSG00000168702"	"LRP1B"	"LRP1B"	"LRP-1B|LRP-DIT|LRPDIT|LRP1B"
"4036"	"LRP2"	"ENSG00000081479"	"LRP2"	"LRP2"	"DBS|GP330|LRP-2|LRP2"
"55805"	"LRP2BP"	"ENSG00000109771"	"LRP2BP"	"LRP2BP"	"LRP2BP"
"4037"	"LRP3"	"ENSG00000130881"	"LRP3"	"LRP3"	"LRP3"
"4038"	"LRP4"	"ENSG00000134569"	"LRP4"	"LRP4"	"CLSS|CMS17|LRP-4|LRP10|MEGF7|SOST2|LRP4"
"100507401"	"LRP4-AS1"	"ENSG00000247675"	"LRP4-AS1"	"LRP4-AS1"	"LRP4-AS1"
"4041"	"LRP5"	"ENSG00000162337"	"LRP5"	"LRP5"	"BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2|LRP5"
"91355"	"LRP5L"	"ENSG00000290796"	"LRP5L"	"ENSG00000290796"	"LRP5L"
"4040"	"LRP6"	"ENSG00000070018"	"LRP6"	"LRP6"	"ADCAD2|STHAG7|LRP6"
"7804"	"LRP8"	"ENSG00000157193"	"LRP8"	"LRP8"	"APOER2|HSZ75190|LRP-8|MCI1|LRP8"
"105378732"	"LRP8-DT"	"ENSG00000225675"	"LRP8-DT"	"LRP8-DT"	"LINC01771|LRP8-DT"
"4043"	"LRPAP1"	"ENSG00000163956"	"LRPAP1"	"LRPAP1"	"A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP|LRPAP1"
"10128"	"LRPPRC"	"ENSG00000138095"	"LRPPRC"	"LRPPRC"	"CLONE-23970|GP130|LRP130|LSFC|MC4DN5|LRPPRC"
"122769"	"LRR1"	"ENSG00000165501"	"LRR1"	"LRR1"	"4-1BBLRR|LRR-1|PPIL5|LRR1"
"55227"	"LRRC1"	"ENSG00000137269"	"LRRC1"	"LRRC1"	"LANO|dJ523E19.1|LRRC1"
"376132"	"LRRC10"	"ENSG00000198812"	"LRRC10"	"LRRC10"	"HRLRRP|LRRC10A|LRRC10"
"390205"	"LRRC10B"	"ENSG00000204950"	"LRRC10B"	"LRRC10B"	"LRRC10B"
"9684"	"LRRC14"	"ENSG00000160959"	"LRRC14"	"LRRC14"	"LRRC14A|LRRC14"
"389257"	"LRRC14B"	"ENSG00000185028"	"LRRC14B"	"LRRC14B"	"LRRC14B"
"131578"	"LRRC15"	"ENSG00000172061"	"LRRC15"	"LRRC15"	"LIB|LRRC15"
"10234"	"LRRC17"	"ENSG00000128606"	"LRRC17"	"LRRC17"	"P37NB|LRRC17"
"474354"	"LRRC18"	"ENSG00000165383"	"LRRC18"	"LRRC18"	"UNQ933|UNQ9338|VKGE9338|LRRC18"
"64922"	"LRRC19"	"ENSG00000184434"	"LRRC19"	"LRRC19"	"LRRC19"
"55222"	"LRRC20"	"ENSG00000172731"	"LRRC20"	"LRRC20"	"LRRC20"
"10233"	"LRRC23"	"ENSG00000010626"	"LRRC23"	"LRRC23"	"LRPB7|LRRC23"
"441381"	"LRRC24"	"ENSG00000254402"	"LRRC24"	"LRRC24"	"LRRC14OS|LRRC24"
"126364"	"LRRC25"	"ENSG00000175489"	"LRRC25"	"LRRC25"	"MAPA|LRRC25"
"389816"	"LRRC26"	"ENSG00000184709"	"LRRC26"	"LRRC26"	"CAPC|bA350O14.10|LRRC26"
"80313"	"LRRC27"	"ENSG00000148814"	"LRRC27"	"LRRC27"	"LRRC27"
"123355"	"LRRC28"	"ENSG00000168904"	"LRRC28"	"LRRC28"	"LRRC28"
"83598"	"LRRC2-AS1"	"ENSG00000268324"	"LRRC2-AS1"	"LRRC2-AS1"	"LUZP3|LUZP3P|LUZPP1|LRRC2-AS1"
"81543"	"LRRC3"	"ENSG00000160233"	"LRRC3"	"LRRC3"	"C21orf102|C21orf30|LRRC3DN|LRRC3"
"339291"	"LRRC30"	"ENSG00000206422"	"LRRC30"	"LRRC30"	"LRRC30"
"79782"	"LRRC31"	"ENSG00000114248"	"LRRC31"	"LRRC31"	"HEL-S-293|LRRC31"
"2615"	"LRRC32"	"ENSG00000137507"	"LRRC32"	"LRRC32"	"CPPRDD|D11S833E|GARP|LRRC32"
"151827"	"LRRC34"	"ENSG00000171757"	"LRRC34"	"LRRC34"	"LRRC34"
"55282"	"LRRC36"	"ENSG00000159708"	"LRRC36"	"LRRC36"	"RORBP70|XLHSRF2|LRRC36"
"374819"	"LRRC37A3"	"ENSG00000176809"	"LRRC37A3"	"LRRC37A3"	"LRRC37|LRRC37A|LRRC37A3"
"652972"	"LRRC37A5P"	"ENSG00000290837"	"LRRC37A5P"	"LRRC37A5P"	"C9orf29|LRRC37A5P"
"126755"	"LRRC38"	"ENSG00000162494"	"LRRC38"	"LRRC38"	"LRRC38"
"127495"	"LRRC39"	"ENSG00000122477"	"LRRC39"	"LRRC39"	"LRRC39"
"116135"	"LRRC3B"	"ENSG00000179796"	"LRRC3B"	"LRRC3B"	"LRP15|LRRC3B"
"105377003"	"LRRC3B-AS1"	"ENSG00000225386"	"LRRC3B-AS1"	"LRRC3B-AS1"	"LRRC3B-AS1"
"100505591"	"LRRC3C"	"ENSG00000204913"	"LRRC3C"	"LRRC3C"	"LRRC3C"
"100861510"	"LRRC3-DT"	"ENSG00000229356"	"LRRC3-DT"	"LRRC3-DT"	"LRRC3-AS1|LRRC3-DT"
"64101"	"LRRC4"	"ENSG00000128594"	"LRRC4"	"LRRC4"	"NAG14|NGL-2|LRRC4"
"55631"	"LRRC40"	"ENSG00000066557"	"LRRC40"	"LRRC40"	"dJ677H15.1|LRRC40"
"10489"	"LRRC41"	"ENSG00000132128"	"LRRC41"	"LRRC41"	"MUF1|PP7759|LRRC41"
"115353"	"LRRC42"	"ENSG00000116212"	"LRRC42"	"LRRC42"	"dJ167A19.4|LRRC42"
"254050"	"LRRC43"	"ENSG00000158113"	"LRRC43"	"LRRC43"	"LRRC43"
"201255"	"LRRC45"	"ENSG00000169683"	"LRRC45"	"LRRC45"	"LRRC45"
"90506"	"LRRC46"	"ENSG00000141294"	"LRRC46"	"LRRC46"	"LRRC46"
"57470"	"LRRC47"	"ENSG00000130764"	"LRRC47"	"LRRC47"	"LRRC47"
"54839"	"LRRC49"	"ENSG00000137821"	"LRRC49"	"LRRC49"	"CSTPP2|PGs4|LRRC49"
"94030"	"LRRC4B"	"ENSG00000131409"	"LRRC4B"	"LRRC4B"	"HSM|LRIG4|NGL-3|LRRC4B"
"57689"	"LRRC4C"	"ENSG00000148948"	"LRRC4C"	"LRRC4C"	"NGL-1|NGL1|LRRC4C"
"120356739"	"LRRC51"	"ENSG00000184154"	"LRRC51"	"LRRC51"	"LRRC51"
"440699"	"LRRC52"	"ENSG00000162763"	"LRRC52"	"LRRC52"	"LRRC52"
"400794"	"LRRC52-AS1"	"ENSG00000237463"	"LRRC52-AS1"	"LRRC52-AS1"	"LRRC52-AS1"
"105378803"	"LRRC53"	"ENSG00000162621"	"LRRC53"	"LRRC53"	"LRRC53"
"219527"	"LRRC55"	"ENSG00000183908"	"LRRC55"	"LRRC55"	"LRRC55"
"115399"	"LRRC56"	"ENSG00000161328"	"LRRC56"	"LRRC56"	"CILD39|DNAAF12|LRRC56"
"116064"	"LRRC58"	"ENSG00000163428"	"LRRC58"	"LRRC58"	"LRRC58"
"55379"	"LRRC59"	"ENSG00000108829"	"LRRC59"	"LRRC59"	"PRO1855|p34|LRRC59"
"65999"	"LRRC61"	"ENSG00000127399"	"LRRC61"	"LRRC61"	"HSPC295|LRRC61"
"220416"	"LRRC63"	"ENSG00000173988"	"LRRC63"	"LRRC63"	"LRRC63"
"339977"	"LRRC66"	"ENSG00000188993"	"LRRC66"	"LRRC66"	"LRRC66"
"100130742"	"LRRC69"	"ENSG00000214954"	"LRRC69"	"LRRC69"	"LRRC69"
"57554"	"LRRC7"	"ENSG00000033122"	"LRRC7"	"LRRC7"	"DENSIN|LRRC7"
"100130733"	"LRRC70"	"ENSG00000186105"	"LRRC70"	"LRRC70"	"SLRN|LRRC70"
"149499"	"LRRC71"	"ENSG00000160838"	"LRRC71"	"LRRC71"	"C1orf92|LRRC71"
"100506049"	"LRRC72"	"ENSG00000205858"	"LRRC72"	"LRRC72"	"CFAP279|FAP279|LRRC72"
