"entrez_id"	"final_symbol"	"ENSG_id"	"gene_symbol"	"Gencode_symbol"	"Aliase"
"126626"	"GABPB2"	"ENSG00000143458"	"GABPB2"	"GABPB2"	"GABPB-2|GABPB2"
"2554"	"GABRA1"	"ENSG00000022355"	"GABRA1"	"GABRA1"	"DEE19|ECA4|EIEE19|EJM|EJM5|GABRA1"
"2555"	"GABRA2"	"ENSG00000151834"	"GABRA2"	"GABRA2"	"DEE78|EIEE78|GABRA2"
"2556"	"GABRA3"	"ENSG00000011677"	"GABRA3"	"GABRA3"	"GABRA3"
"2557"	"GABRA4"	"ENSG00000109158"	"GABRA4"	"GABRA4"	"GABRA4"
"2558"	"GABRA5"	"ENSG00000186297"	"GABRA5"	"GABRA5"	"DEE79|EIEE79|GABRA5"
"2559"	"GABRA6"	"ENSG00000145863"	"GABRA6"	"GABRA6"	"GABRA6"
"2560"	"GABRB1"	"ENSG00000163288"	"GABRB1"	"GABRB1"	"DEE45|EIEE45|GABRB1"
"2561"	"GABRB2"	"ENSG00000145864"	"GABRB2"	"GABRB2"	"DEE92|ICEE2|GABRB2"
"2562"	"GABRB3"	"ENSG00000166206"	"GABRB3"	"GABRB3"	"DEE43|ECA5|EIEE43|GABRB3"
"2563"	"GABRD"	"ENSG00000187730"	"GABRD"	"GABRD"	"EIG10|EJM7|GEFSP5|GABRD"
"2564"	"GABRE"	"ENSG00000102287"	"GABRE"	"GABRE"	"GABRE"
"2565"	"GABRG1"	"ENSG00000163285"	"GABRG1"	"GABRG1"	"GABRG1"
"2566"	"GABRG2"	"ENSG00000113327"	"GABRG2"	"GABRG2"	"CAE2|DEE74|ECA2|EIEE74|08-Feb|GEFSP3|GABRG2"
"2567"	"GABRG3"	"ENSG00000182256"	"GABRG3"	"GABRG3"	"GABRG3"
"2568"	"GABRP"	"ENSG00000094755"	"GABRP"	"GABRP"	"GABRP"
"55879"	"GABRQ"	"ENSG00000268089"	"GABRQ"	"GABRQ"	"THETA|GABRQ"
"2569"	"GABRR1"	"ENSG00000146276"	"GABRR1"	"GABRR1"	"GABRR1"
"2570"	"GABRR2"	"ENSG00000111886"	"GABRR2"	"GABRR2"	"GABRR2"
"200959"	"GABRR3"	"ENSG00000183185"	"GABRR3"	"GABRR3"	"GABRR3"
"104326057"	"GACAT1"	"ENSG00000232991"	"GACAT1"	"GACAT1"	"LINC00876|GACAT1"
"100287082"	"GACAT2"	"ENSG00000265962"	"GACAT2"	"GACAT2"	"MTCL1-AS1|MTCL1AS1|GACAT2"
"2571"	"GAD1"	"ENSG00000128683"	"GAD1"	"GAD1"	"CPSQ1|DEE89|GAD|SCP|GAD1"
"2572"	"GAD2"	"ENSG00000136750"	"GAD2"	"GAD2"	"GAD65|GAD2"
"1647"	"GADD45A"	"ENSG00000116717"	"GADD45A"	"GADD45A"	"DDIT1|GADD45|GADD45A"
"4616"	"GADD45B"	"ENSG00000099860"	"GADD45B"	"GADD45B"	"GADD45BETA|MYD118|GADD45B"
"10912"	"GADD45G"	"ENSG00000130222"	"GADD45G"	"GADD45G"	"CR6|DDIT2|GADD45gamma|GRP17|GADD45G"
"90480"	"GADD45GIP1"	"ENSG00000179271"	"GADD45GIP1"	"GADD45GIP1"	"CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1|GADD45GIP1"
"339896"	"GADL1"	"ENSG00000144644"	"GADL1"	"GADL1"	"ADC|CSADC|HuADC|HuCSADC|GADL1"
"2543"	"GAGE1"	"ENSG00000205777"	"GAGE1"	"GAGE1"	"CT4.1|CT4.4|GAGE-1|GAGE-4|GAGE4|GAGE1"
"102724473"	"GAGE10"	"ENSG00000215274"	"GAGE10"	"GAGE10"	"GAGE-10|GAGE10"
"729422"	"GAGE12C"	"ENSG00000237671"	"GAGE12C"	"GAGE12C"	"GAGE-12B|GAGE12C"
"100132399"	"GAGE12D"	"ENSG00000227488"	"GAGE12D"	"GAGE12D"	"GAGE-12B|GAGE12D"
"729431"	"GAGE12E"	"ENSG00000216649"	"GAGE12E"	"GAGE12E"	"GAGE-12B|GAGE12E"
"2574"	"GAGE12F"	"ENSG00000236362"	"GAGE2C"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"100008586"	"GAGE12F"	"ENSG00000236362"	"GAGE12F"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"124908552"	"GAGE12F"	"ENSG00000236362"	"LOC124908552"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"124908553"	"GAGE12F"	"ENSG00000236362"	"LOC124908553"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"124908554"	"GAGE12F"	"ENSG00000236362"	"LOC124908554"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"124908555"	"GAGE12F"	"ENSG00000236362"	"LOC124908555"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"124908556"	"GAGE12F"	"ENSG00000236362"	"LOC124908556"	"GAGE12F"	"AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B|GAGE12F"
"645073"	"GAGE12G"	"ENSG00000215269"	"GAGE12G"	"GAGE12G"	"AL4|CT4.7|GAGE-12G|GAGE12G"
"729442"	"GAGE12H"	"ENSG00000224902"	"GAGE12H"	"GAGE12H"	"GAGE12H"
"729396"	"GAGE12J"	"ENSG00000224659"	"GAGE12J"	"GAGE12J"	"GAGE11|GAGE12J"
"645051"	"GAGE13"	"ENSG00000274274"	"GAGE13"	"GAGE13"	"GAGE-12A|GAGE-13|GAGE12A|GAGE13"
"26749"	"GAGE2A"	"ENSG00000189064"	"GAGE2E"	"GAGE2A"	"CT4.2|GAGE-2|GAGE-2A|GAGE2|GAGE2A"
"645037"	"GAGE2A"	"ENSG00000189064"	"GAGE2B"	"GAGE2A"	"CT4.2|GAGE-2|GAGE-2A|GAGE2|GAGE2A"
"729408"	"GAGE2A"	"ENSG00000189064"	"GAGE2D"	"GAGE2A"	"CT4.2|GAGE-2|GAGE-2A|GAGE2|GAGE2A"
"729447"	"GAGE2A"	"ENSG00000189064"	"GAGE2A"	"GAGE2A"	"CT4.2|GAGE-2|GAGE-2A|GAGE2|GAGE2A"
"100101629"	"GAGE2A"	"ENSG00000189064"	"GAGE8"	"GAGE2A"	"CT4.2|GAGE-2|GAGE-2A|GAGE2|GAGE2A"
"729428"	"GAGE2E"	"ENSG00000275113"	"GAGE12B"	"GAGE2E"	"GAGE-2E|GAGE8|GAGE2E"
"2580"	"GAK"	"ENSG00000178950"	"GAK"	"GAK"	"DNAJ26|DNAJC26|GAK"
"51083"	"GAL"	"ENSG00000069482"	"GAL"	"GAL"	"ETL8|GAL-GMAP|GALN|GLNN|GMAP|GAL"
"9514"	"GAL3ST1"	"ENSG00000128242"	"GAL3ST1"	"GAL3ST1"	"CST|GAL3ST1"
"64090"	"GAL3ST2"	"ENSG00000154252"	"GAL3ST2"	"GAL3ST2"	"GAL3ST-2|GP3ST|GAL3ST2"
"89792"	"GAL3ST3"	"ENSG00000175229"	"GAL3ST3"	"GAL3ST3"	"GAL3ST-3|GAL3ST2|GAL3ST3"
"79690"	"GAL3ST4"	"ENSG00000197093"	"GAL3ST4"	"GAL3ST4"	"GAL3ST-4|GAL3ST4"
"2581"	"GALC"	"ENSG00000054983"	"GALC"	"GALC"	"GALC"
"2582"	"GALE"	"ENSG00000117308"	"GALE"	"GALE"	"SDR1E1|GALE"
"2584"	"GALK1"	"ENSG00000108479"	"GALK1"	"GALK1"	"GALK|GK1|HEL-S-19|GALK1"
"2585"	"GALK2"	"ENSG00000156958"	"GALK2"	"GALK2"	"GK2|GALK2"
"130589"	"GALM"	"ENSG00000143891"	"GALM"	"GALM"	"BLOCK25|GALAC4|GLAT|HEL-S-63p|IBD1|GALM"
"2588"	"GALNS"	"ENSG00000141012"	"GALNS"	"GALNS"	"GALNAC6S|GAS|GalN6S|MPS4A|GALNS"
"2589"	"GALNT1"	"ENSG00000141429"	"GALNT1"	"GALNT1"	"GALNAC-T1|GALNT1"
"55568"	"GALNT10"	"ENSG00000164574"	"GALNT10"	"GALNT10"	"GALNACT10|PPGALNACT10|PPGANTASE10|GALNT10"
"63917"	"GALNT11"	"ENSG00000178234"	"GALNT11"	"GALNT11"	"GALNAC-T11|GALNACT11|GALNT11"
"79695"	"GALNT12"	"ENSG00000119514"	"GALNT12"	"GALNT12"	"CRCS1|GalNAc-T12|GALNT12"
"114805"	"GALNT13"	"ENSG00000144278"	"GALNT13"	"GALNT13"	"GalNAc-T13|GALNT13"
"79623"	"GALNT14"	"ENSG00000158089"	"GALNT14"	"GALNT14"	"GALNT15|GalNac-T10|GalNac-T14|GALNT14"
"117248"	"GALNT15"	"ENSG00000131386"	"GALNT15"	"GALNT15"	"GALNACT15|GALNT13|GALNT7|GALNTL2|PIH5|pp-GalNAc-T15|GALNT15"
"57452"	"GALNT16"	"ENSG00000100626"	"GALNT16"	"GALNT16"	"GALNACT16|GALNTL1|GalNAc-T16|GALNT16"
"105370550"	"GALNT16-AS1"	"ENSG00000258957"	"GALNT16-AS1"	"GALNT16-AS1"	"GALNT16-AS1"
"64409"	"GALNT17"	"ENSG00000185274"	"GALNT17"	"GALNT17"	"GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17|GALNT17"
"374378"	"GALNT18"	"ENSG00000110328"	"GALNT18"	"GALNT18"	"GALNACT18|GALNT15|GALNTL4|GalNAc-T15|GalNAc-T18|GALNT18"
"2590"	"GALNT2"	"ENSG00000143641"	"GALNT2"	"GALNT2"	"CDG2T|GalNAc-T2|GALNT2"
"2591"	"GALNT3"	"ENSG00000115339"	"GALNT3"	"GALNT3"	"GalNAc-T3|HFTC|HFTC1|HHS|GALNT3"
"8693"	"GALNT4"	"ENSG00000257594"	"GALNT4"	"GALNT4"	"GALNAC-T4|GALNACT4|GALNT4"
"11227"	"GALNT5"	"ENSG00000136542"	"GALNT5"	"GALNT5"	"GALNAC-T5|GALNACT5|GALNT5"
"11226"	"GALNT6"	"ENSG00000139629"	"GALNT6"	"GALNT6"	"GALNAC-T6|GalNAcT6|GALNT6"
"51809"	"GALNT7"	"ENSG00000109586"	"GALNT7"	"GALNT7"	"GALNAC-T7|GalNAcT7|GALNT7"
"101930370"	"GALNT7-DT"	"ENSG00000245213"	"GALNT7-DT"	"GALNT7-DT"	"GALNT7-DT"
"26290"	"GALNT8"	"ENSG00000130035"	"GALNT8"	"GALNT8"	"GALNAC-T8|GALNT8"
"50614"	"GALNT9"	"ENSG00000182870"	"GALNT9"	"GALNT9"	"GALNAC-T9|GALNACT9|GALNT9"
"168391"	"GALNTL5"	"ENSG00000106648"	"GALNTL5"	"GALNTL5"	"GALNACT19|GALNT15|GalNAc-T5L|GALNTL5"
"442117"	"GALNTL6"	"ENSG00000174473"	"GALNTL6"	"GALNTL6"	"GALNACT20|GALNT17|GalNAc-T6L|GALNTL6"
"85569"	"GALP"	"ENSG00000197487"	"GALP"	"GALP"	"GALP"
"2587"	"GALR1"	"ENSG00000166573"	"GALR1"	"GALR1"	"GALNR|GALNR1|GALR1"
"8811"	"GALR2"	"ENSG00000182687"	"GALR2"	"GALR2"	"GAL2-R|GALNR2|GALR-2|GALR2"
"8484"	"GALR3"	"ENSG00000128310"	"GALR3"	"GALR3"	"GALR3"
"2592"	"GALT"	"ENSG00000213930"	"GALT"	"GALT"	"GALT"
"8139"	"GAN"	"ENSG00000261609"	"GAN"	"GAN"	"GAN1|GIG|KLHL16|GAN"
"23193"	"GANAB"	"ENSG00000089597"	"GANAB"	"GANAB"	"G2AN|GIIA|GLUII|PKD3|GANAB"
"2595"	"GANC"	"ENSG00000214013"	"GANC"	"GANC"	"GANC"
"2596"	"GAP43"	"ENSG00000172020"	"GAP43"	"GAP43"	"B-50|GAP-43|PP46|GAP43"
"26330"	"GAPDHS"	"ENSG00000105679"	"GAPDHS"	"GAPDHS"	"GAPD2|GAPDH-2|GAPDS|HEL-S-278|HSD-35|GAPDHS"
"202309"	"GAPT"	"ENSG00000175857"	"GAPT"	"GAPT"	"C5orf29|GAPT"
"26130"	"GAPVD1"	"ENSG00000165219"	"GAPVD1"	"GAPVD1"	"GAPEX5|GAPex-5|RAP6|GAPVD1"
"54433"	"GAR1"	"ENSG00000109534"	"GAR1"	"GAR1"	"NOLA1|GAR1"
"64762"	"GAREM1"	"ENSG00000141441"	"GAREM1"	"GAREM1"	"C18orf11|FAM59A|GAREM|Gm944|GAREM1"
"150946"	"GAREM2"	"ENSG00000157833"	"GAREM2"	"GAREM2"	"FAM59B|GAREML|GAREM2"
"346653"	"GARIN1A"	"ENSG00000205085"	"GARIN1A"	"GARIN1A"	"FAM137B|FAM71F2|GARI|GARIN1A"
"84691"	"GARIN1B"	"ENSG00000135248"	"GARIN1B"	"GARIN1B"	"FAM137A|FAM71F1|GARI-L1|GARIL1|NYD-SP18|GARIN1B"
"161142"	"GARIN2"	"ENSG00000172717"	"GARIN2"	"GARIN2"	"C14orf54|FAM71D|GARI-L1|GARI-L2|GARIN2"
"153745"	"GARIN3"	"ENSG00000170613"	"GARIN3"	"GARIN3"	"FAM71B|GARI-L3|GARIN3"
"149647"	"GARIN4"	"ENSG00000162771"	"GARIN4"	"GARIN4"	"FAM71A|GARI-L4|GARIL4|GARIN4"
"112703"	"GARIN5A"	"ENSG00000142530"	"GARIN5A"	"GARIN5A"	"FAM71E1|GARIL5|GARIN5A"
"284418"	"GARIN5B"	"ENSG00000180043"	"GARIN5B"	"GARIN5B"	"C19orf16|FAM71E2|GARIN5B"
"196472"	"GARIN6"	"ENSG00000180219"	"GARIN6"	"GARIN6"	"FAM71C|GARIN6"
"84253"	"GARNL3"	"ENSG00000136895"	"GARNL3"	"GARNL3"	"bA356B19.1|GARNL3"
"9710"	"GARRE1"	"ENSG00000166398"	"GARRE1"	"GARRE1"	"KIAA0355|GARRE1"
"2617"	"GARS1"	"ENSG00000106105"	"GARS1"	"GARS1"	"CMT2D|DSMAV|GARS|GlyRS|HMN5|HMN5A|SMAD1|SMAJI|GARS1"
"2618"	"GART"	"ENSG00000159131"	"GART"	"GART"	"AIRS|GARS|GARTF|PAIS|PGFT|PRGS|GART"
"2619"	"GAS1"	"ENSG00000180447"	"GAS1"	"GAS1"	"GAS1"
"100506834"	"GAS1RR"	"ENSG00000226237"	"GAS1RR"	"GAS1RR"	"LncRNA-Hh|GAS1RR"
"246176"	"GAS2L2"	"ENSG00000270765"	"GAS2L2"	"GAS2L2"	"CILD41|GAR17|GAS2L2"
"283431"	"GAS2L3"	"ENSG00000139354"	"GAS2L3"	"GAS2L3"	"G2L3|GAS2L3"
"60674"	"GAS5"	"ENSG00000234741"	"GAS5"	"GAS5"	"NCRNA00030|SNHG2|GAS5"
"2621"	"GAS6"	"ENSG00000183087"	"GAS6"	"GAS6"	"AXLLG|AXSF|GAS6"
"100506394"	"GAS6-DT"	"ENSG00000272695"	"GAS6-DT"	"GAS6-DT"	"GAS6-AS2|GAS6-DT"
"8522"	"GAS7"	"ENSG00000007237"	"GAS7"	"GAS7"	"GAS7"
"2622"	"GAS8"	"ENSG00000141013"	"GAS8"	"GAS8"	"CILD33|DRC4|GAS11|GAS8"
"750"	"GAS8-AS1"	"ENSG00000221819"	"GAS8-AS1"	"GAS8-AS1"	"C16orf3|GAS8-AS1"
"729085"	"GASK1A"	"ENSG00000144649"	"GASK1A"	"GASK1A"	"C3orf41|FAM198A|GASK1A"
"51313"	"GASK1B"	"ENSG00000164125"	"GASK1B"	"GASK1B"	"AD021|AD036|C4orf18|ENED|FAM198B|GASK1B"
"285505"	"GASK1B-AS1"	"ENSG00000248429"	"GASK1B-AS1"	"GASK1B-AS1"	"FAM198B-AS1|GASK1B-AS1"
"2520"	"GAST"	"ENSG00000184502"	"GAST"	"GAST"	"GAS|GAST"
"2623"	"GATA1"	"ENSG00000102145"	"GATA1"	"GATA1"	"ERYF1|GATA-1|GF-1|GF1|HAEADA|NF-E1|NFE1|XLANP|XLTDA|XLTT|GATA1"
"2624"	"GATA2"	"ENSG00000179348"	"GATA2"	"GATA2"	"DCML|IMD21|MONOMAC|NFE1B|GATA2"
"2625"	"GATA3"	"ENSG00000107485"	"GATA3"	"GATA3"	"HDR|HDRS|GATA3"
"399717"	"GATA3-AS1"	"ENSG00000197308"	"GATA3-AS1"	"GATA3-AS1"	"GATA3-AS1"
"2626"	"GATA4"	"ENSG00000136574"	"GATA4"	"GATA4"	"ASD2|TACHD|TOF|VSD1|GATA4"
"140628"	"GATA5"	"ENSG00000130700"	"GATA5"	"GATA5"	"CHTD5|GATAS|bB379O24.1|GATA5"
"2627"	"GATA6"	"ENSG00000141448"	"GATA6"	"GATA6"	"GATA6"
"100128893"	"GATA6-AS1"	"ENSG00000266010"	"GATA6-AS1"	"GATA6-AS1"	"BM742401|locus5689|GATA6-AS1"
"57798"	"GATAD1"	"ENSG00000157259"	"GATAD1"	"GATAD1"	"CMD2B|ODAG|RG083M05.2|GATAD1"
"54815"	"GATAD2A"	"ENSG00000167491"	"GATAD2A"	"GATAD2A"	"p66alpha|GATAD2A"
"57459"	"GATAD2B"	"ENSG00000143614"	"GATAD2B"	"GATAD2B"	"GANDS|MRD18|P66beta|p68|GATAD2B"
"5188"	"GATB"	"ENSG00000059691"	"GATB"	"GATB"	"COXPD41|HSPC199|PET112|PET112L|GATB"
"283459"	"GATC"	"ENSG00000257218"	"GATC"	"GATC"	"15E1.2|COXPD42|GATC"
"347862"	"GATD1"	"ENSG00000177225"	"GATD1"	"GATD1"	"PDDC1|GATD1"
"171391"	"GATD1-DT"	"ENSG00000255284"	"GATD1-DT"	"GATD1-DT"	"NS3BP|GATD1-DT"
"8209"	"GATD3"	"ENSG00000160221"	"GATD3"	"GATD3"	"C21orf33|ES1|GATD3A|GT335|HES1|KNPH|KNPI|GATD3"
"2628"	"GATM"	"ENSG00000171766"	"GATM"	"GATM"	"AGAT|AT|CCDS3|FRTS1|GATM"
"101929549"	"GAU1"	"ENSG00000255474"	"GAU1"	"GAU1"	"GALNT8-DT|GAU1"
"2629"	"GBA1"	"ENSG00000177628"	"GBA1"	"GBA1"	"GBA|GCB|GLUC|GBA1"
"57704"	"GBA2"	"ENSG00000070610"	"GBA2"	"GBA2"	"AD035|NLGase|SPG46|GBA2"
"57733"	"GBA3"	"ENSG00000249948"	"GBA3"	"GBA3"	"CBG|CBGL1|GLUC|KLRP|GBA3"
"2630"	"GBAP1"	"ENSG00000291137"	"GBAP1"	"GBAP1"	"Beta-GC|GBA|GBAP|GC|GLUC|GBAP1"
"2632"	"GBE1"	"ENSG00000114480"	"GBE1"	"GBE1"	"APBD|GBE|GSD4|GBE1"
"8729"	"GBF1"	"ENSG00000107862"	"GBF1"	"GBF1"	"ARF1GEF|CMT2GG|GBF1"
"26301"	"GBGT1"	"ENSG00000148288"	"GBGT1"	"GBGT1"	"A3GALNT|FS|UNQ2513|GBGT1"
"2633"	"GBP1"	"ENSG00000117228"	"GBP1"	"GBP1"	"GBP1"
"400759"	"GBP1P1"	"ENSG00000290525"	"GBP1P1"	"GBP1P1"	"LIMIT|GBP1P1"
"2634"	"GBP2"	"ENSG00000162645"	"GBP2"	"GBP2"	"GBP2"
"2635"	"GBP3"	"ENSG00000117226"	"GBP3"	"GBP3"	"GBP3"
"115361"	"GBP4"	"ENSG00000162654"	"GBP4"	"GBP4"	"Mpa2|GBP4"
"115362"	"GBP5"	"ENSG00000154451"	"GBP5"	"GBP5"	"GBP-5|GBP5"
"163351"	"GBP6"	"ENSG00000183347"	"GBP6"	"GBP6"	"GBP6"
"388646"	"GBP7"	"ENSG00000213512"	"GBP7"	"GBP7"	"GBP4L|GBP7"
"2636"	"GBX1"	"ENSG00000164900"	"GBX1"	"GBX1"	"Huh-17|GBX1"
"2637"	"GBX2"	"ENSG00000168505"	"GBX2"	"GBX2"	"GBX2"
"2638"	"GC"	"ENSG00000145321"	"GC"	"GC"	"DBP|DBP-maf|DBP/GC|GRD3|Gc-MAF|GcMAF|HEL-S-51|VDB|VDBG|VDBP|GC"
"25801"	"GCA"	"ENSG00000115271"	"GCA"	"GCA"	"GCL|GCA"
"105369201"	"GCAWKR"	"ENSG00000272808"	"GCAWKR"	"GCAWKR"	"GCAWKR"
"79571"	"GCC1"	"ENSG00000179562"	"GCC1"	"GCC1"	"GCC1P|GCC88|GCC1"
"9648"	"GCC2"	"ENSG00000135968"	"GCC2"	"GCC2"	"GCC185|RANBP2L4|REN53|GCC2"
"644903"	"GCC2-AS1"	"ENSG00000214184"	"GCC2-AS1"	"GCC2-AS1"	"GCC2-AS1"
"2639"	"GCDH"	"ENSG00000105607"	"GCDH"	"GCDH"	"ACAD5|GCD|GCDH"
"6936"	"GCFC2"	"ENSG00000005436"	"GCFC2"	"GCFC2"	"C2orf3|DNABF|GCF|TCF9|GCFC2"
"2641"	"GCG"	"ENSG00000115263"	"GCG"	"GCG"	"GLP-1|GLP1|GLP2|GRPP|GCG"
"2642"	"GCGR"	"ENSG00000215644"	"GCGR"	"GCGR"	"GGR|GL-R|MVAH|GCGR"
"2643"	"GCH1"	"ENSG00000131979"	"GCH1"	"GCH1"	"DYT14|DYT5|DYT5a|GCH|GTP-CH-1|GTPCH1|HPABH4B|GCH1"
"2644"	"GCHFR"	"ENSG00000137880"	"GCHFR"	"GCHFR"	"GFRP|HsT16933|P35|GCHFR"
"2645"	"GCK"	"ENSG00000106633"	"GCK"	"GCK"	"FGQTL3|GK|GLK|HHF3|HK4|HKIV|HXKP|LGLK|MODY2|PNDM1|GCK"
"2646"	"GCKR"	"ENSG00000084734"	"GCKR"	"GCKR"	"FGQTL5|GKRP|GCKR"
"2729"	"GCLC"	"ENSG00000001084"	"GCLC"	"GCLC"	"GCL|GCS|GLCL|GLCLC|GCLC"
"2730"	"GCLM"	"ENSG00000023909"	"GCLM"	"GCLM"	"GLCLR|GCLM"
"8521"	"GCM1"	"ENSG00000137270"	"GCM1"	"GCM1"	"GCMA|hGCMa|GCM1"
"9247"	"GCM2"	"ENSG00000124827"	"GCM2"	"GCM2"	"FIH2|GCMB|HRPT4|hGCMb|GCM2"
"10985"	"GCN1"	"ENSG00000089154"	"GCN1"	"GCN1"	"GCN1L|GCN1L1|PRIC295|GCN1"
"2651"	"GCNT2"	"ENSG00000111846"	"GCNT2"	"GCNT2"	"CCAT|CTRCT13|GCNT2C|GCNT5|IGNT|II|NACGT1|NAGCT1|ULG3|bA360O19.2|bA421M1.1|GCNT2"
"9245"	"GCNT3"	"ENSG00000140297"	"GCNT3"	"GCNT3"	"C2/4GnT|C24GNT|C2GNT2|C2GNTM|GNTM|GCNT3"
"51301"	"GCNT4"	"ENSG00000176928"	"GCNT4"	"GCNT4"	"C2GNT3|LINC01336|GCNT4"
"140687"	"GCNT7"	"ENSG00000124091"	"GCNT7"	"GCNT7"	"C20orf105|dJ1153D9.2|gcnt|GCNT7"
"145781"	"GCOM1"	"ENSG00000137878"	"GCOM1"	"GCOM1"	"GRINL1A|Gcom2|MYZAP|MYZAP-POLR2M|gcom|GCOM1"
"257144"	"GCSAM"	"ENSG00000174500"	"GCSAM"	"GCSAM"	"GCAT2|GCET2|HGAL|GCSAM"
"148823"	"GCSAML"	"ENSG00000169224"	"GCSAML"	"GCSAML"	"C1orf150|GCSAML"
"151484"	"GCSIR"	"ENSG00000232520"	"GCSIR"	"GCSIR"	"Lnc-ITM2C-1|GCSIR"
"9615"	"GDA"	"ENSG00000119125"	"GDA"	"GDA"	"CYPIN|GAH|GUANASE|NEDASIN|GDA"
"54332"	"GDAP1"	"ENSG00000104381"	"GDAP1"	"GDAP1"	"CMT4|CMT4A|CMTRIA|GDAP1"
"78997"	"GDAP1L1"	"ENSG00000124194"	"GDAP1L1"	"GDAP1L1"	"dJ881L22.1|dJ995J12.1.1|GDAP1L1"
"54834"	"GDAP2"	"ENSG00000196505"	"GDAP2"	"GDAP2"	"MACROD3|SCAR27|GDAP2"
"51573"	"GDE1"	"ENSG00000006007"	"GDE1"	"GDE1"	"363E6.2|MIR16|GDE1"
"2657"	"GDF1"	"ENSG00000130283"	"GDF1"	"GDF1"	"CERS1|CHTD6|DORV|DTGA3|LAG1|LASS1|RAI|UOG1|GDF1"
"2662"	"GDF10"	"ENSG00000266524"	"GDF10"	"GDF10"	"BIP|BMP-3b|BMP3B|GDF10"
"10220"	"GDF11"	"ENSG00000135414"	"GDF11"	"GDF11"	"BMP-11|BMP11|VHO|GDF11"
"9518"	"GDF15"	"ENSG00000130513"	"GDF15"	"GDF15"	"GDF-15|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB|GDF15"
"2658"	"GDF2"	"ENSG00000263761"	"GDF2"	"GDF2"	"BMP-9|BMP9|HHT5|GDF2"
"9573"	"GDF3"	"ENSG00000184344"	"GDF3"	"GDF3"	"KFS3|MCOP7|MCOPCB6|GDF3"
"8200"	"GDF5"	"ENSG00000125965"	"GDF5"	"GDF5"	"BDA1C|BMP-14|BMP14|CDMP1|DUPANS|LAP-4|LAP4|OS5|SYM1B|SYNS2|GDF5"
"392255"	"GDF6"	"ENSG00000156466"	"GDF6"	"GDF6"	"BMP-13|BMP13|CDMP2|KFM|KFS|KFS1|KFSL|SGM1|SYNS4|GDF6"
"151449"	"GDF7"	"ENSG00000143869"	"GDF7"	"GDF7"	"BMP12|GDF7"
"2661"	"GDF9"	"ENSG00000164404"	"GDF9"	"GDF9"	"POF14|GDF9"
"2664"	"GDI1"	"ENSG00000203879"	"GDI1"	"GDI1"	"1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4|XLID41|GDI1"
"2668"	"GDNF"	"ENSG00000168621"	"GDNF"	"GDNF"	"ATF|ATF1|ATF2|HFB1-GDNF|HSCR3|GDNF"
"284161"	"GDPD1"	"ENSG00000153982"	"GDPD1"	"GDPD1"	"GDE4|GDPD1"
"54857"	"GDPD2"	"ENSG00000130055"	"GDPD2"	"GDPD2"	"GDE3|OBDPF|GDPD2"
"79153"	"GDPD3"	"ENSG00000102886"	"GDPD3"	"GDPD3"	"GDE7|GDPD3"
"220032"	"GDPD4"	"ENSG00000178795"	"GDPD4"	"GDPD4"	"GDE6|GDPD4"
"81544"	"GDPD5"	"ENSG00000158555"	"GDPD5"	"GDPD5"	"GDE2|PP1665|GDPD5"
"390637"	"GDPGP1"	"ENSG00000183208"	"GDPGP1"	"GDPGP1"	"C15orf58|VTC2|GDPGP1"
"50628"	"GEMIN4"	"ENSG00000179409"	"GEMIN4"	"GEMIN4"	"HC56|HCAP1|HHRF-1|NEDMCR|p97|GEMIN4"
"25929"	"GEMIN5"	"ENSG00000082516"	"GEMIN5"	"GEMIN5"	"GEMIN-5|NEDCAM|GEMIN5"
"79833"	"GEMIN6"	"ENSG00000152147"	"GEMIN6"	"GEMIN6"	"GEMIN6"
"79760"	"GEMIN7"	"ENSG00000142252"	"GEMIN7"	"GEMIN7"	"SIP3|GEMIN7"
"348654"	"GEN1"	"ENSG00000178295"	"GEN1"	"GEN1"	"Gen|GEN1"
"106865373"	"GET1-SH3BGR"	"ENSG00000285815"	"GET1-SH3BGR"	"GET1-SH3BGR"	"WRB-SH3BGR|GET1-SH3BGR"
"439"	"GET3"	"ENSG00000198356"	"GET3"	"GET3"	"ARSA-I|ARSA1|ASNA-I|ASNA1|TRC40|GET3"
