[gene_name]	expression
AC002486.1	0
AC002486.2	0
AC002487.1	1
AC002504.1	2
AC002511.1	5
AC002511.2	1
AC002511.3	0
AC002519.1	14
AC002519.2	4
AC002524.1	0
AC002525.1	2
AC002529.1	0
AC002540.1	1
AC002542.1	0
AC002542.2	1
AC002543.1	2
AC002545.1	0
AC002546.1	0
AC002550.1	3
AC002550.2	15
AC002551.1	15
AC002553.1	13
AC002553.2	79
AC002558.1	702
AC002558.2	0
AC002558.3	701
AC002563.1	0
AC002984.1	2
AC002985.1	0
AC002996.1	0
AC003001.1	0
AC003001.2	0
AC003002.1	0
AC003002.2	1
AC003002.3	3
AC003005.1	0
AC003005.2	8
AC003006.1	0
AC003009.1	0
AC003035.1	27
AC003035.2	0
AC003043.1	1
AC003043.2	9
AC003044.1	0
AC003045.1	0
AC003070.1	0
AC003070.2	2
AC003070.7	0
AC003071.1	3
AC003071.2	0
AC003072.1	39
AC003077.1	5
AC003080.1	6
AC003084.1	1
AC003086.1	0
AC003087.1	0
AC003092.1	1
AC003092.2	0
AC003093.1	41
AC003098.1	0
AC003101.1	0
AC003101.2	2
AC003101.3	0
AC003102.1	148
AC003112.1	13
AC003659.1	0
AC003665.1	1111
AC003666.1	3
AC003669.1	0
AC003681.1	737
AC003682.1	61
AC003684.1	5
AC003685.1	0
AC003685.2	0
AC003686.1	2
AC003687.1	7
AC003688.1	0
AC003688.2	1
AC003950.1	0
AC003956.1	0
AC003957.1	0
AC003958.1	0
AC003958.2	1
AC003965.1	2
AC003965.2	1
AC003973.1	4
AC003973.2	0
AC003975.1	1
AC003982.1	0
AC003984.1	2
AC003985.1	0
AC003986.1	0
AC003986.2	4
AC003986.3	4
AC003988.1	0
AC003989.1	1
AC003989.2	0
AC003991.1	54
AC003991.2	26
AC003992.1	0
AC004000.1	7
AC004004.1	0
AC004006.1	0
AC004009.1	0
AC004009.2	0
AC004009.3	0
AC004012.1	4
AC004014.1	0
AC004014.2	2
AC004022.1	0
AC004022.2	0
AC004023.1	1
AC004024.1	3
AC004034.1	14
AC004039.1	2
AC004047.1	0
AC004052.1	4
AC004053.1	2
AC004054.1	0
AC004057.1	3
AC004062.1	0
AC004063.1	0
AC004066.1	2
AC004066.2	0
AC004067.1	16
AC004069.1	8
AC004069.2	0
AC004074.1	2
AC004076.1	2
AC004076.2	31
AC004080.1	1
AC004080.2	0
AC004080.3	0
AC004080.4	0
AC004080.5	0
AC004080.6	0
AC004080.7	0
AC004083.1	19
AC004086.1	10681
AC004112.1	3
AC004129.1	1
AC004129.2	0
AC004129.3	0
AC004130.1	0
AC004134.1	0
AC004147.1	0
AC004147.2	2
AC004147.3	0
AC004147.4	3
AC004147.5	1
AC004148.1	5
AC004148.2	5
AC004151.1	4927
AC004156.1	410
AC004156.2	3
AC004158.1	9
AC004160.1	5
AC004160.2	1
AC004217.1	0
AC004217.2	3
AC004221.1	4
AC004223.1	0
AC004223.2	62
AC004223.3	0
AC004223.4	15
AC004224.1	12
AC004224.2	0
AC004231.1	0
AC004231.3	0
AC004232.1	0
AC004232.2	11
AC004233.1	1
AC004233.2	0
AC004233.3	2
AC004241.1	70
AC004241.2	4
AC004241.3	28
AC004241.4	5
AC004241.5	73
AC004253.1	1
AC004253.2	1
AC004257.1	0
AC004263.1	4
AC004263.2	8
AC004264.1	1
AC004264.2	9
AC004381.1	12
AC004381.2	393
AC004381.3	1
AC004383.1	8
AC004386.1	0
AC004386.2	0
AC004408.1	2
AC004408.2	26
AC004415.1	0
AC004448.1	1
AC004448.2	1
AC004448.3	0
AC004448.4	1
AC004449.1	3
AC004453.1	83
AC004453.2	20
AC004461.1	0
AC004461.2	60
AC004464.1	1
AC004466.1	17
AC004466.2	67
AC004466.3	4
AC004467.1	0
AC004470.1	0
AC004471.1	43
AC004471.2	1
AC004475.1	1151
AC004477.1	18
AC004477.2	3
AC004477.3	3
AC004485.1	0
AC004486.1	0
AC004490.1	14
AC004491.1	15
AC004492.1	58
AC004494.1	39
AC004494.2	20
AC004522.1	0
AC004522.2	1
AC004522.3	0
AC004522.4	17
AC004528.1	14
AC004528.2	0
AC004540.1	3
AC004540.2	1
AC004542.1	0
AC004542.2	0
AC004543.1	0
AC004549.1	0
AC004551.1	2439
AC004551.2	3
AC004552.1	1
AC004554.1	1
AC004554.2	5
AC004584.1	1
AC004584.2	0
AC004584.3	25
AC004585.1	448
AC004585.2	4
AC004590.1	0
AC004593.1	0
AC004593.2	2
AC004593.3	1
AC004594.1	3
AC004596.1	2
AC004597.1	0
AC004623.1	0
AC004637.1	0
AC004672.1	2
AC004672.2	13
AC004674.1	10
AC004674.2	8
AC004678.1	18
AC004678.2	20
AC004687.1	1347
AC004687.2	33
AC004687.3	12
AC004690.1	0
AC004690.2	3
AC004691.1	0
AC004691.2	0
AC004692.1	59
AC004692.2	1
AC004696.1	0
AC004696.2	1
AC004702.1	11
AC004704.1	0
AC004706.1	4
AC004706.2	0
AC004706.3	118
AC004707.1	0
AC004765.1	0
AC004771.1	1
AC004771.2	4
AC004771.3	86
AC004771.4	10
AC004771.5	8
AC004775.1	1
AC004777.1	0
AC004784.1	0
AC004790.1	0
AC004790.2	0
AC004792.1	0
AC004797.1	9
AC004801.1	0
AC004801.2	69
AC004801.3	7
AC004801.4	1
AC004801.5	7
AC004801.6	34
AC004801.7	4
AC004803.1	106
AC004805.1	0
AC004805.2	0
AC004805.3	0
AC004808.1	1
AC004808.2	0
AC004812.1	4
AC004812.2	37
AC004816.1	8
AC004816.2	0
AC004817.1	2
AC004817.2	0
AC004817.3	3
AC004817.4	1
AC004817.5	2
AC004825.1	0
AC004825.2	40
AC004825.3	2
AC004828.1	1
AC004828.2	8
AC004830.1	3
AC004832.1	3
AC004832.2	2
AC004832.3	0
AC004832.4	5
AC004832.5	3
AC004832.6	7
AC004834.1	12
AC004835.1	1
AC004835.2	0
AC004836.1	0
AC004837.1	0
AC004837.2	1
AC004837.3	0
AC004837.4	15
AC004839.1	3
AC004840.1	5
AC004840.2	2
AC004846.1	33
AC004846.2	101
AC004847.1	64
AC004852.1	0
AC004852.2	0
AC004852.3	0
AC004853.1	0
AC004854.1	3
AC004854.2	102
AC004858.1	17
AC004862.1	7
AC004863.1	0
AC004865.1	4
AC004865.2	23
AC004866.1	0
AC004866.2	0
AC004869.1	2
AC004869.2	0
AC004870.1	0
AC004870.2	0
AC004870.3	2
AC004870.4	2
AC004875.1	0
AC004877.1	38
AC004877.2	10
AC004879.1	3
AC004882.1	4
AC004882.2	0
AC004882.3	6
AC004884.1	0
AC004884.2	0
AC004888.1	0
AC004889.1	69
AC004890.1	59
AC004890.2	67
AC004890.3	0
AC004893.1	131
AC004893.2	0
AC004893.3	219
AC004895.1	1
AC004898.1	0
AC004899.1	1
AC004899.2	0
AC004900.1	1
AC004906.1	1
AC004908.1	10
AC004908.2	22
AC004908.3	9
AC004910.1	3
AC004911.1	1
AC004917.1	5
AC004918.1	63
AC004918.4	175
AC004920.1	0
AC004921.1	4
AC004921.2	4
AC004922.1	50
AC004923.1	4
AC004923.2	0
AC004923.3	0
AC004923.4	4
AC004925.1	2
AC004930.1	1
AC004936.1	1
AC004938.1	0
AC004938.2	75
AC004941.1	0
AC004941.2	0
AC004943.1	26
AC004943.2	287
AC004943.3	8
AC004944.1	2
AC004945.1	1
AC004946.1	0
AC004946.2	1
AC004947.1	0
AC004947.2	2
AC004947.3	1
AC004948.1	5
AC004949.1	0
AC004951.1	206
AC004951.2	43
AC004951.3	29
AC004951.4	25
AC004965.1	0
AC004967.1	1
AC004967.2	69
AC004969.1	1
AC004972.1	0
AC004973.1	1
AC004974.1	0
AC004975.1	1
AC004975.2	0
AC004980.1	345
AC004980.2	2
AC004980.3	4
AC004980.4	0
AC004982.1	1
AC004982.2	36
AC004986.1	1
AC004987.1	0
AC004987.2	10
AC004987.3	5
AC004987.4	2
AC004988.1	1
AC004990.1	14
AC004994.1	0
AC004997.1	1
AC005000.1	6
AC005000.2	1
AC005002.1	1
AC005002.2	0
AC005005.1	0
AC005005.2	0
AC005005.3	18
AC005005.4	10
AC005006.1	0
AC005008.1	0
AC005008.2	0
AC005009.1	4
AC005009.2	5
AC005011.1	1
AC005013.1	1
AC005014.1	9
AC005014.2	14
AC005014.3	1
AC005014.4	2
AC005019.1	2
AC005019.2	0
AC005020.1	4
AC005020.2	0
AC005021.1	0
AC005033.1	0
AC005034.1	0
AC005034.2	0
AC005034.3	0
AC005034.4	0
AC005034.5	25
AC005034.6	4
AC005037.1	262
AC005040.1	2
AC005040.2	1
AC005041.1	4
AC005041.2	3
AC005041.3	6
AC005041.4	7
AC005041.5	19
AC005042.1	84
AC005042.2	0
AC005042.3	2
AC005046.1	16
AC005050.1	2
AC005050.2	0
AC005050.3	3
AC005052.1	21
AC005052.2	18
AC005062.1	3
AC005064.1	3
AC005066.1	0
AC005070.1	0
AC005070.2	0
AC005070.3	143
AC005071.1	1
AC005072.1	200
AC005076.1	38
AC005077.1	2
AC005077.2	5
AC005077.3	0
AC005077.4	204
AC005081.1	0
AC005082.1	5
AC005082.2	0
AC005083.1	2
AC005084.1	0
AC005086.1	0
AC005086.2	0
AC005086.3	0
AC005086.4	1
AC005088.1	0
AC005089.1	10
AC005090.1	1
AC005091.1	6
AC005094.1	0
AC005096.1	0
AC005099.1	3
AC005100.1	3
AC005100.2	1
AC005102.1	1
AC005104.1	0
AC005104.2	7
AC005104.3	0
AC005105.1	0
AC005144.1	0
AC005153.1	2
AC005154.1	0
AC005154.2	44
AC005154.3	1
AC005154.4	3
AC005154.5	0
AC005156.1	4
AC005160.1	0
AC005162.1	0
AC005162.2	1
AC005162.3	12
AC005165.1	8
AC005165.2	6
AC005165.3	2
AC005176.1	0
AC005176.2	0
AC005178.1	0
AC005180.1	6
AC005180.2	1
AC005181.1	0
AC005183.1	0
AC005185.1	0
AC005186.1	3
AC005189.1	8
AC005191.1	0
AC005197.1	4
AC005208.1	2
AC005209.1	0
AC005220.1	3
AC005224.1	7
AC005224.2	87
AC005224.3	442
AC005225.1	0
AC005225.2	9
AC005225.3	8
AC005225.4	26
AC005229.1	0
AC005229.2	0
AC005229.3	1
AC005229.4	38
AC005229.5	2
AC005230.1	0
AC005232.1	0
AC005234.1	2
AC005234.2	1
AC005237.1	2
AC005237.2	0
AC005244.1	10
AC005244.2	1
AC005252.1	0
AC005252.2	0
AC005252.3	0
AC005252.4	0
AC005253.1	0
AC005253.2	0
AC005255.1	4
AC005255.2	1
AC005256.1	1
AC005258.1	0
AC005258.2	15
AC005261.1	499
AC005261.2	777
AC005261.3	1
AC005261.4	0
AC005261.5	5
AC005261.6	2
AC005262.1	37
AC005262.2	10
AC005264.1	18
AC005274.1	0
AC005277.1	9
AC005277.2	2
AC005280.1	3
AC005280.2	3
AC005280.3	0
AC005281.1	0
AC005288.1	4
AC005291.1	0
AC005291.2	0
AC005293.1	2
AC005294.1	2
AC005296.1	0
AC005297.1	2
AC005297.2	0
AC005297.3	0
AC005300.1	4
AC005301.1	0
AC005301.2	0
AC005303.1	0
AC005304.1	2
AC005304.2	1
AC005304.3	4
AC005306.1	167
AC005307.1	0
AC005323.1	2
AC005323.2	0
AC005324.1	0
AC005324.2	0
AC005324.3	1
AC005324.4	0
AC005324.5	1
AC005324.6	0
AC005326.1	0
AC005329.1	186
AC005329.2	1
AC005329.3	5
AC005330.1	1
AC005332.1	78
AC005332.2	1388
AC005332.3	8
AC005332.4	596
AC005332.5	47
AC005332.6	167
AC005332.7	460
AC005336.1	2
AC005336.2	0
AC005336.3	3
AC005339.1	30
AC005341.1	0
AC005342.1	1
AC005342.2	7
AC005343.1	4
AC005343.4	3
AC005344.1	0
AC005345.1	0
AC005351.1	1
AC005355.1	4
AC005355.2	1
AC005357.1	2
AC005357.2	1
AC005358.1	1
AC005358.2	0
AC005363.1	0
AC005363.2	8
AC005377.1	0
AC005379.1	1
AC005381.1	0
AC005383.1	1
AC005387.1	1
AC005387.2	0
AC005391.1	1
AC005392.1	4
AC005392.2	0
AC005392.3	0
AC005393.1	5
AC005394.1	4
AC005394.2	1
AC005400.1	0
AC005410.1	10
AC005410.2	7
AC005412.1	3
AC005414.1	1
AC005476.1	2
AC005476.2	3
AC005479.1	5
AC005479.2	1
AC005480.1	12
AC005480.2	0
AC005481.1	89
AC005482.1	3
AC005486.1	0
AC005487.1	6
AC005495.1	4
AC005495.2	2
AC005498.1	2
AC005498.2	3
AC005498.3	12
AC005514.1	0
AC005515.1	2
AC005515.2	0
AC005518.1	23
AC005518.2	0
AC005519.1	72
AC005520.1	61
AC005520.2	61
AC005520.3	73
AC005520.4	0
AC005520.5	13
AC005521.1	3
AC005522.1	0
AC005523.1	2
AC005523.2	4
AC005524.1	3
AC005529.1	5
AC005531.1	2
AC005532.1	44
AC005532.2	3
AC005534.1	154
AC005534.2	2
AC005537.1	52
AC005538.1	2
AC005538.2	0
AC005538.3	3
AC005539.1	0
AC005540.1	18
AC005544.1	1
AC005544.2	0
AC005546.1	46
AC005548.1	2
AC005549.1	0
AC005550.1	0
AC005550.2	0
AC005551.1	0
AC005552.1	0
AC005559.1	0
AC005562.1	34
AC005562.2	0
AC005578.1	16
AC005580.1	1
AC005586.1	15
AC005586.2	7
AC005587.1	0
AC005588.1	0
AC005592.1	0
AC005592.2	0
AC005593.1	8
AC005594.1	6
AC005597.1	0
AC005599.1	2
AC005606.1	1
AC005606.2	3
AC005609.1	0
AC005609.2	0
AC005609.3	0
AC005609.4	0
AC005609.5	3
AC005614.1	1
AC005614.2	0
AC005616.1	0
AC005618.1	61
AC005618.2	0
AC005618.3	1
AC005618.4	13
AC005622.1	4
AC005625.1	1
AC005632.1	0
AC005632.2	81
AC005632.3	0
AC005632.4	0
AC005632.5	13
AC005666.1	8
AC005670.1	0
AC005670.2	0
AC005670.3	1324
AC005674.1	4
AC005674.2	528
AC005682.1	8
AC005682.2	4
AC005691.1	2
AC005692.1	0
AC005692.2	0
AC005692.3	3
AC005695.1	18
AC005695.2	1
AC005695.3	16
AC005696.1	14
AC005696.2	2
AC005696.3	20
AC005696.4	5
AC005697.1	0
AC005697.2	3
AC005697.3	0
AC005699.1	6
AC005702.1	0
AC005702.2	18
AC005702.3	0
AC005702.4	1
AC005702.5	0
AC005703.1	2
AC005703.2	0
AC005703.3	0
AC005703.4	1
AC005703.5	0
AC005703.6	0
AC005703.7	1
AC005722.1	0
AC005722.2	0
AC005722.3	0
AC005725.1	1
AC005726.1	196
AC005726.2	2
AC005726.3	12
AC005726.4	0
AC005726.5	6
AC005730.1	5
AC005730.2	4
AC005730.3	18
AC005736.1	36
AC005736.2	0
AC005740.1	0
AC005740.2	1
AC005740.3	0
AC005740.4	8
AC005740.5	5
AC005741.1	1
AC005746.1	18
AC005746.2	1
AC005746.3	0
AC005747.1	4295
AC005753.1	0
AC005753.2	0
AC005753.3	1
AC005757.1	0
AC005758.1	1
AC005759.1	62
AC005759.2	3
AC005771.1	0
AC005772.1	0
AC005772.2	4
AC005774.1	1
AC005775.1	1
AC005776.1	72
AC005776.2	65
AC005777.1	0
AC005785.1	36
AC005785.2	77
AC005786.1	1
AC005786.2	18
AC005786.3	124
AC005786.4	1
AC005789.1	18
AC005790.1	0
AC005796.1	1
AC005798.1	1
AC005803.1	1
AC005808.1	0
AC005821.1	10
AC005821.2	0
AC005822.1	32
AC005823.1	1
AC005823.2	1
AC005828.1	1
AC005828.2	0
AC005828.3	1
AC005828.4	0
AC005828.5	0
AC005828.6	5
AC005828.7	2
AC005829.1	4
AC005829.2	1
AC005831.1	310
AC005832.1	1
AC005832.2	5
AC005832.3	8
AC005832.4	0
AC005833.1	3
AC005833.2	87
AC005837.1	27
AC005837.2	0
AC005837.3	0
AC005838.1	0
AC005838.2	28
AC005839.1	377
AC005840.1	136
AC005840.2	20
AC005840.3	9
AC005840.4	64
AC005840.5	24
AC005841.1	2
AC005842.1	2
AC005845.1	0
AC005856.1	6
AC005858.1	1
AC005858.2	0
AC005858.3	2
AC005863.1	2
AC005865.1	3
AC005865.2	4
AC005865.3	9
AC005868.1	0
AC005871.1	2
AC005871.2	0
AC005884.1	3
AC005884.2	0
AC005888.1	0
AC005899.1	8
AC005899.2	0
AC005899.3	1
AC005899.4	0
AC005899.5	15
AC005899.6	14
AC005899.7	9
AC005899.8	6
AC005901.1	0
AC005906.1	0
AC005906.2	5
AC005906.3	1
AC005908.1	0
AC005908.2	0
AC005908.3	3
AC005909.1	3
AC005909.2	2
AC005911.1	8
AC005912.1	66
AC005912.2	16
AC005914.1	5
AC005915.1	3
AC005920.1	6
AC005920.2	0
AC005920.3	0
AC005920.4	0
AC005921.1	0
AC005921.2	0
AC005921.3	1287
AC005921.4	1
AC005943.1	0
AC005943.2	0
AC005944.1	1
AC005951.1	0
AC005954.1	719
AC005954.2	6
AC005954.3	0
AC005962.1	4
AC005962.2	4
AC005972.1	0
AC005972.2	0
AC005972.3	0
AC005993.1	2
AC005996.1	1
AC005998.1	0
AC005999.1	0
AC005999.2	2
AC006001.1	18
AC006001.2	197
AC006001.3	1216
AC006001.4	0
AC006003.1	0
AC006004.1	1
AC006006.1	0
AC006007.1	2
AC006008.1	233
AC006011.1	0
AC006011.2	13
AC006013.1	0
AC006015.1	0
AC006017.1	203
AC006019.1	0
AC006019.2	1
AC006019.3	0
AC006020.1	2
AC006022.1	0
AC006023.1	3
AC006023.2	0
AC006026.1	8
AC006026.2	0
AC006026.3	15
AC006027.1	46
AC006028.1	0
AC006030.1	4
AC006033.1	3
AC006033.2	6
AC006037.1	0
AC006037.2	1
AC006040.1	0
AC006041.1	0
AC006041.2	0
AC006042.1	3
AC006042.2	4
AC006042.3	161
AC006042.4	6
AC006043.1	15
AC006055.1	0
AC006058.1	3
AC006058.2	0
AC006058.3	2
AC006058.4	3
AC006059.1	51
AC006059.2	8
AC006059.3	0
AC006059.4	0
AC006059.5	3
AC006062.1	0
AC006063.1	7
AC006063.2	3
AC006063.3	0
AC006063.4	0
AC006064.1	3
AC006064.2	8
AC006064.3	13
AC006064.4	17
AC006064.5	0
AC006064.6	0
AC006065.1	0
AC006065.2	0
AC006065.3	0
AC006065.4	2
AC006065.5	1
AC006065.6	0
AC006076.1	0
AC006077.1	1
AC006077.2	154
AC006111.1	2
AC006111.2	43
AC006111.3	3
AC006112.1	1
AC006115.1	0
AC006115.2	15
AC006116.1	6
AC006116.10	2
AC006116.11	10
AC006116.2	5
AC006116.3	0
AC006116.4	1
AC006116.5	7
AC006116.6	5
AC006116.7	1
AC006116.8	47
AC006116.9	4
AC006122.1	5
AC006128.1	15
AC006130.1	0
AC006130.2	2
AC006130.3	13
AC006133.1	0
AC006141.1	239
AC006144.1	1
AC006144.2	0
AC006145.1	2
AC006146.1	0
AC006148.1	3
AC006148.2	0
AC006150.1	3
AC006153.1	0
AC006157.1	0
AC006158.1	0
AC006158.2	0
AC006158.3	0
AC006159.1	0
AC006159.2	0
AC006160.1	41
AC006160.2	2
AC006195.1	44
AC006197.1	1
AC006197.2	5
AC006199.1	0
AC006205.1	0
AC006205.2	1
AC006206.1	3
AC006206.2	2
AC006207.1	5
AC006210.1	0
AC006210.2	6
AC006213.1	14
AC006213.2	14
AC006213.3	10
AC006213.4	12
AC006213.5	3
AC006213.6	2
AC006213.7	3
AC006230.1	16
AC006236.1	0
AC006237.1	1
AC006238.1	10
AC006238.2	2
AC006249.1	0
AC006252.1	14
AC006254.1	227
AC006254.2	1
AC006254.3	0
AC006262.1	6
AC006262.2	0
AC006262.3	0
AC006262.4	1
AC006270.1	0
AC006270.2	4
AC006270.3	0
AC006272.1	1
AC006272.2	0
AC006273.1	1
AC006277.1	2
AC006288.1	0
AC006296.1	0
AC006296.2	1
AC006296.3	2
AC006299.1	64
AC006305.1	6
AC006305.2	0
AC006305.3	4
AC006326.1	2
AC006328.1	0
AC006328.2	0
AC006329.1	40
AC006329.2	0
AC006330.1	127
AC006333.1	15
AC006333.2	28
AC006335.1	0
AC006335.2	0
AC006338.1	0
AC006338.2	0
AC006348.1	4
AC006349.1	0
AC006355.1	1
AC006355.2	0
AC006357.1	2
AC006362.1	0
AC006363.1	0
AC006364.1	176
AC006366.1	0
AC006369.1	8
AC006369.2	0
AC006372.1	0
AC006372.2	2
AC006372.3	10
AC006372.4	3
AC006378.1	0
AC006378.2	5
AC006380.1	0
AC006386.1	0
AC006386.2	0
AC006387.1	6
AC006390.1	0
AC006398.1	0
AC006427.1	62
AC006427.2	94
AC006435.1	8
AC006435.2	27
AC006435.3	1
AC006435.4	0
AC006435.5	9
AC006441.1	1
AC006441.2	0
AC006441.3	0
AC006441.4	6
AC006441.5	0
AC006445.1	0
AC006445.2	0
AC006445.3	2
AC006449.1	1
AC006449.2	8
AC006449.3	1
AC006449.5	11
AC006449.6	63
AC006449.7	3
AC006450.1	1
AC006450.2	0
AC006450.3	1
AC006452.1	22
AC006453.1	1
AC006453.2	9
AC006453.3	0
AC006453.4	0
AC006453.5	2
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006459.1	4
AC006460.1	0
AC006460.2	80
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006478.1	0
AC006478.2	2
AC006480.1	0
AC006480.2	46
AC006482.1	0
AC006483.1	0
AC006483.2	1
AC006484.1	0
AC006486.1	0
AC006486.2	29
AC006487.1	0
AC006487.2	3
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	3
AC006499.8	0
AC006504.1	58
AC006504.2	0
AC006504.3	10
AC006504.4	1
AC006504.5	194
AC006504.6	0
AC006504.7	4
AC006509.1	0
AC006509.2	17
AC006511.1	2
AC006511.2	5
AC006511.3	74
AC006511.4	6
AC006511.5	9
AC006511.6	2
AC006512.1	1
AC006512.2	0
AC006517.1	0
AC006517.2	6
AC006518.1	10
AC006518.2	35
AC006518.7	0
AC006525.1	4
AC006529.1	5
AC006530.1	0
AC006538.1	1633
AC006538.2	108
AC006538.3	0
AC006538.4	118
AC006538.5	26
AC006539.1	3
AC006539.2	0
AC006539.3	2
AC006547.1	4
AC006547.2	22
AC006547.3	2
AC006548.1	0
AC006548.2	2
AC006548.3	1
AC006557.1	0
AC006557.2	0
AC006557.3	2
AC006557.4	0
AC006557.5	1
AC006557.6	1
AC006566.1	1
AC006566.2	2
AC006581.1	0
AC006581.2	2
AC006600.1	0
AC006600.2	4
AC006840.1	0
