[gene_name]	expression
AC125494.3	0
AC125603.1	596
AC125603.2	3885
AC125603.3	0
AC125603.4	0
AC125604.1	2
AC125611.1	0
AC125611.2	46
AC125611.3	2
AC125611.4	0
AC125612.1	70
AC125613.1	1
AC125616.1	1
AC125618.1	1
AC125634.1	0
AC125793.1	0
AC125807.1	67
AC125807.2	4
AC126118.1	4
AC126120.1	0
AC126121.1	0
AC126121.2	0
AC126121.3	4
AC126124.1	0
AC126124.2	1
AC126175.1	0
AC126177.1	0
AC126177.2	1
AC126177.3	3
AC126177.4	1
AC126177.5	0
AC126177.6	0
AC126178.1	4
AC126182.1	1
AC126182.2	0
AC126182.3	1
AC126283.1	3
AC126283.2	0
AC126323.1	2
AC126323.2	6
AC126323.3	0
AC126323.4	0
AC126323.5	0
AC126323.6	1
AC126335.1	0
AC126335.2	0
AC126365.1	0
AC126365.2	0
AC126389.1	44
AC126407.1	0
AC126468.1	0
AC126471.1	0
AC126474.1	3
AC126474.2	39
AC126544.1	2
AC126544.2	3
AC126564.1	1
AC126603.1	3
AC126614.1	4
AC126615.1	1
AC126615.2	0
AC126696.1	10
AC126696.2	1
AC126696.3	7
AC126755.1	74
AC126755.2	0
AC126755.3	0
AC126755.4	0
AC126755.5	0
AC126755.6	0
AC126763.1	0
AC126768.1	1
AC126768.2	1
AC126768.3	0
AC126773.1	0
AC126773.2	1
AC126773.3	0
AC126773.4	3
AC126915.1	0
AC126915.2	0
AC126915.3	0
AC127002.1	9
AC127024.1	1
AC127024.2	59
AC127024.3	1
AC127024.4	15
AC127024.5	20
AC127024.6	3
AC127024.7	0
AC127024.8	361
AC127029.1	0
AC127029.2	5
AC127029.3	0
AC127035.1	0
AC127070.1	11
AC127070.2	3
AC127070.3	1
AC127070.4	154
AC127071.1	1
AC127071.2	0
AC127164.1	4
AC127381.1	0
AC127381.2	0
AC127383.1	2
AC127391.1	0
AC127455.1	0
AC127459.1	0
AC127459.2	0
AC127459.3	0
AC127496.1	0
AC127496.2	0
AC127496.3	37
AC127496.4	0
AC127496.5	4
AC127496.6	0
AC127496.7	30
AC127502.1	53
AC127502.2	157
AC127502.3	4
AC127520.1	3
AC127521.1	6
AC127522.1	0
AC127526.1	1
AC127526.2	4
AC127526.3	0
AC127526.4	6
AC127526.5	0
AC127537.1	8
AC127540.1	4
AC127540.2	0
AC127894.1	1
AC128657.1	0
AC128676.1	0
AC128677.1	0
AC128685.1	1
AC128687.1	5
AC128687.2	0
AC128687.3	3
AC128688.1	3
AC128707.1	1
AC128709.1	1
AC128709.2	1
AC128709.3	0
AC128713.1	0
AC128714.1	0
AC128716.1	4
AC129102.1	0
AC129492.1	10295
AC129492.2	1
AC129492.3	0
AC129492.4	0
AC129492.5	1
AC129492.6	4
AC129492.7	1
AC129492.8	4
AC129502.1	1
AC129507.1	1
AC129507.2	0
AC129507.3	1
AC129507.4	1
AC129510.1	0
AC129510.2	0
AC129778.1	0
AC129803.1	9
AC129807.1	1
AC129850.1	0
AC129908.1	0
AC129915.3	2
AC129926.1	0
AC129926.2	1
AC130289.1	1
AC130289.2	0
AC130304.1	0
AC130307.1	1
AC130324.1	5
AC130324.2	6
AC130324.3	8
AC130343.1	1
AC130343.2	2
AC130352.1	3
AC130360.1	0
AC130364.1	0
AC130364.2	0
AC130365.1	0
AC130366.1	0
AC130371.1	9
AC130371.2	142
AC130404.1	0
AC130404.2	0
AC130415.1	2
AC130448.1	165
AC130448.2	167
AC130454.1	143
AC130456.1	0
AC130456.2	0
AC130456.3	3
AC130456.4	1
AC130456.5	1
AC130456.6	1
AC130456.7	1
AC130456.8	0
AC130462.1	1
AC130464.1	0
AC130466.1	2
AC130467.1	0
AC130469.1	1
AC130472.1	0
AC130509.1	0
AC130650.1	0
AC130650.2	28
AC130651.1	0
AC130686.1	8
AC130689.1	0
AC130709.1	0
AC130710.1	0
AC130814.1	2
AC130888.1	1
AC130895.1	161
AC131009.1	3
AC131009.2	2
AC131009.3	21
AC131009.4	285
AC131011.1	8
AC131025.1	2
AC131025.2	0
AC131025.3	2
AC131055.1	0
AC131055.2	0
AC131094.1	0
AC131097.1	5
AC131097.2	52
AC131097.3	172
AC131157.1	0
AC131159.1	3
AC131159.2	18
AC131160.1	1
AC131180.1	0
AC131182.1	0
AC131206.1	5
AC131210.1	6
AC131211.1	0
AC131212.1	2
AC131212.2	201
AC131212.3	1029
AC131212.4	16
AC131235.1	16
AC131235.2	6
AC131235.3	0
AC131237.1	1
AC131238.1	0
AC131254.1	1
AC131254.2	0
AC131254.3	0
AC131274.1	0
AC131274.2	1
AC131274.3	1
AC131280.1	0
AC131281.1	1
AC131281.2	0
AC131391.1	58
AC131392.1	3
AC131392.2	1
AC131532.1	0
AC131568.1	2
AC131571.1	7
AC131649.1	0
AC131649.2	4
AC131888.1	0
AC131902.1	0
AC131902.2	3
AC131934.1	37
AC131935.1	0
AC131935.2	1
AC131944.1	4
AC131953.1	2
AC131953.2	1
AC131956.1	0
AC131956.2	0
AC131956.3	0
AC131971.1	0
AC132008.1	0
AC132008.2	368
AC132068.1	8
AC132153.1	13
AC132154.1	0
AC132186.1	0
AC132192.1	2
AC132192.2	197
AC132216.1	1
AC132217.1	0
AC132217.2	0
AC132219.1	0
AC132219.2	1
AC132479.1	0
AC132660.2	0
AC132803.1	2
AC132807.1	7
AC132807.2	65
AC132812.1	1
AC132825.1	0
AC132825.2	0
AC132825.3	1
AC132825.4	2
AC132825.5	1
AC132825.6	0
AC132825.7	0
AC132825.8	0
AC132872.1	96
AC132872.2	5
AC132872.3	151
AC132872.4	137
AC132872.5	25
AC132938.1	1
AC132938.2	16
AC132938.3	56
AC132938.4	1
AC132938.5	229
AC132938.6	37
AC132942.1	7
AC133040.1	1
AC133041.1	0
AC133065.1	6
AC133065.2	6
AC133065.3	0
AC133104.1	0
AC133104.2	0
AC133106.1	0
AC133134.1	8
AC133141.1	0
AC133435.1	60
AC133473.1	48
AC133480.1	0
AC133485.1	0
AC133485.2	0
AC133485.3	0
AC133485.4	0
AC133485.5	0
AC133485.6	0
AC133485.7	0
AC133528.1	2
AC133530.1	0
AC133539.1	0
AC133540.1	0
AC133548.1	0
AC133548.2	0
AC133550.1	0
AC133550.2	40
AC133552.1	36
AC133552.2	10
AC133552.3	3
AC133552.4	1
AC133552.5	1
AC133555.1	2
AC133555.2	2
AC133555.3	0
AC133555.4	0
AC133555.5	0
AC133561.1	1
AC133561.2	0
AC133561.3	0
AC133561.4	0
AC133565.1	1
AC133569.1	0
AC133634.1	1
AC133637.1	1
AC133637.2	1
AC133644.1	4
AC133644.2	0
AC133644.3	11
AC133681.1	0
AC133785.1	4
AC133865.1	0
AC133919.1	0
AC133919.2	0
AC133919.3	0
AC133961.1	0
AC133963.1	1
AC133963.2	2
AC133965.1	0
AC134026.1	0
AC134043.1	0
AC134043.2	46
AC134050.1	0
AC134312.1	279
AC134312.2	3
AC134312.3	22
AC134312.4	41
AC134312.5	9
AC134312.6	1
AC134349.1	113
AC134349.2	100
AC134407.1	0
AC134407.2	47
AC134407.3	105
AC134503.1	0
AC134504.1	0
AC134508.1	1
AC134508.2	59
AC134669.1	3
AC134682.1	2
AC134684.1	0
AC134684.10	0
AC134684.11	0
AC134684.6	1
AC134684.7	0
AC134684.8	0
AC134684.9	0
AC134698.1	0
AC134698.2	3
AC134698.3	0
AC134698.4	1
AC134698.5	0
AC134772.1	7
AC134775.1	12
AC134878.1	0
AC134878.2	1
AC134879.1	0
AC134879.2	0
AC134879.3	0
AC134915.1	0
AC134978.1	0
AC134980.1	0
AC134980.2	0
AC134980.3	0
AC134981.1	0
AC135001.1	1
AC135012.1	1
AC135012.2	1
AC135012.3	0
AC135048.1	2
AC135048.2	3
AC135048.3	7
AC135048.4	0
AC135050.1	15
AC135050.2	0
AC135050.3	23
AC135050.4	0
AC135050.5	114
AC135050.6	228
AC135050.7	6
AC135068.1	0
AC135068.10	0
AC135068.11	0
AC135068.2	0
AC135068.3	0
AC135068.4	0
AC135068.5	0
AC135068.6	0
AC135068.7	0
AC135068.8	0
AC135068.9	0
AC135166.1	1
AC135178.1	0
AC135178.2	0
AC135178.3	1
AC135178.4	2
AC135178.5	17
AC135178.6	2
AC135279.1	0
AC135279.2	1
AC135279.3	2
AC135352.1	0
AC135388.1	1
AC135457.1	29
AC135506.1	26
AC135507.1	68
AC135507.2	0
AC135584.1	0
AC135586.1	6
AC135586.2	1
AC135626.1	2
AC135626.2	1
AC135628.1	2
AC135721.1	7
AC135721.2	0
AC135726.1	0
AC135731.1	0
AC135731.2	0
AC135776.1	0
AC135776.2	0
AC135776.3	0
AC135776.4	1
AC135776.5	0
AC135782.1	1
AC135782.2	0
AC135782.3	37
AC135803.1	4
AC135893.1	3
AC135895.1	0
AC135977.1	1
AC135983.1	0
AC135983.2	297
AC135983.3	1
AC135983.4	4
AC135983.5	0
AC135999.1	2
AC136188.1	0
AC136285.1	0
AC136285.2	0
AC136285.3	1
AC136297.1	3
AC136424.1	0
AC136424.2	1
AC136428.1	0
AC136428.2	0
AC136428.3	0
AC136428.4	0
AC136431.1	0
AC136431.2	1
AC136443.1	0
AC136443.2	0
AC136443.3	0
AC136443.4	0
AC136443.5	0
AC136469.1	0
AC136469.2	16
AC136475.1	23
AC136475.10	0
AC136475.2	22
AC136475.3	346
AC136475.4	0
AC136475.5	10
AC136475.6	0
AC136475.7	6
AC136475.8	0
AC136475.9	10
AC136489.1	5
AC136601.1	0
AC136601.2	0
AC136603.1	12
AC136604.1	0
AC136604.2	83
AC136604.3	14
AC136618.1	1
AC136618.2	0
AC136619.1	0
AC136619.2	0
AC136621.1	0
AC136624.1	0
AC136624.2	0
AC136624.3	0
AC136628.1	0
AC136628.2	0
AC136628.3	11
AC136628.4	0
AC136632.1	0
AC136632.2	7
AC136698.1	0
AC136759.1	0
AC136777.1	0
AC136777.2	0
AC136896.1	0
AC136932.1	0
AC136944.1	0
AC136944.2	0
AC136944.3	0
AC136944.4	0
AC136944.5	0
AC136944.6	0
AC137055.1	1
AC137056.1	0
AC137056.2	5
AC137494.1	0
AC137499.1	1
AC137499.2	0
AC137527.1	0
AC137549.1	0
AC137561.1	11
AC137579.1	1
AC137579.2	0
AC137590.1	0
AC137590.2	0
AC137627.1	0
AC137630.1	3
AC137630.2	0
AC137630.3	46
AC137630.4	1
AC137630.5	2
AC137675.1	0
AC137695.1	12
AC137695.2	6
AC137695.3	47
AC137723.1	16
AC137735.1	1
AC137735.2	0
AC137735.3	0
AC137761.1	0
AC137761.2	0
AC137767.1	59
AC137768.1	0
AC137770.1	0
AC137800.1	1
AC137800.2	0
AC137803.1	0
AC137810.1	3
AC137834.1	0
AC137834.2	7
AC137894.1	20
AC137894.3	42
AC137932.1	3
AC137932.2	0
AC137932.3	7
AC137936.1	0
AC137936.2	2
AC138024.1	0
AC138028.1	4
AC138028.2	14
AC138028.3	1
AC138028.4	34
AC138028.5	1
AC138028.6	19
AC138035.1	8
AC138035.2	0
AC138035.3	0
AC138057.1	1
AC138089.1	0
AC138123.1	5
AC138123.2	0
AC138150.1	56
AC138150.2	25
AC138207.1	2
AC138207.2	4
AC138207.3	1
AC138207.4	23
AC138207.5	0
AC138207.6	5
AC138207.7	1
AC138207.8	26
AC138207.9	3
AC138230.1	0
AC138304.1	3
AC138305.1	2
AC138305.2	0
AC138305.3	0
AC138331.1	0
AC138356.1	42
AC138356.2	13
AC138356.3	6
AC138360.1	0
AC138392.1	0
AC138393.1	189
AC138393.2	1
AC138393.3	61
AC138409.1	3
AC138409.2	800
AC138409.3	3
AC138420.1	1
AC138430.1	0
AC138430.2	1
AC138466.1	2
AC138466.2	1
AC138466.3	4
AC138466.4	4
AC138466.5	0
AC138470.1	22
AC138470.2	5
AC138473.1	0
AC138474.1	1
AC138512.1	4
AC138517.1	1
AC138623.1	0
AC138625.1	0
AC138625.2	0
AC138627.1	23
AC138627.2	0
AC138646.1	0
AC138647.1	0
AC138647.2	0
AC138649.1	0
AC138649.2	0
AC138649.3	0
AC138649.4	0
AC138649.5	1
AC138655.1	7
AC138696.1	0
AC138696.2	3
AC138701.1	0
AC138701.2	0
AC138749.1	0
AC138749.2	0
AC138749.3	0
AC138749.4	0
AC138749.5	0
AC138761.1	0
AC138761.2	0
AC138776.1	16
AC138781.1	0
AC138811.1	2
AC138811.2	0
AC138819.1	0
AC138832.1	0
AC138853.1	0
AC138854.1	1
AC138866.1	38
AC138866.2	0
AC138869.1	0
AC138869.2	0
AC138869.3	0
AC138894.1	1
AC138894.2	0
AC138894.3	0
AC138894.4	0
AC138904.1	5
AC138904.2	0
AC138904.3	4
AC138907.1	0
AC138907.10	0
AC138907.2	0
AC138907.3	0
AC138907.4	0
AC138907.5	0
AC138907.6	0
AC138907.7	0
AC138907.8	0
AC138907.9	0
AC138915.1	0
AC138915.2	0
AC138915.3	1
AC138932.1	291
AC138932.2	6
AC138932.3	24
AC138932.4	0
AC138932.5	11
AC138938.1	0
AC138951.1	4
AC138951.2	10
AC138956.1	6
AC138956.2	2
AC138965.1	0
AC138965.2	8
AC138965.3	3
AC138969.1	1
AC138969.2	10
AC138969.3	0
AC138969.4	0
AC139019.1	14
AC139085.1	0
AC139099.1	0
AC139099.2	88
AC139099.3	1
AC139100.1	1
AC139100.2	1
AC139103.1	1
AC139143.1	0
AC139149.1	59
AC139256.1	15
AC139256.2	20
AC139272.1	5
AC139365.1	0
AC139365.2	0
AC139426.1	1
AC139426.2	0
AC139426.3	0
AC139451.1	0
AC139453.1	2
AC139453.2	2
AC139491.1	0
AC139491.2	0
AC139491.3	1
AC139491.4	0
AC139491.5	3
AC139491.6	0
AC139491.7	12
AC139491.8	0
AC139493.1	0
AC139493.2	2
AC139495.1	1
AC139495.2	0
AC139495.3	28
AC139497.1	0
AC139530.1	35
AC139530.2	97
AC139530.3	0
AC139530.4	15
AC139697.1	0
AC139700.1	2
AC139712.1	0
AC139712.2	0
AC139712.3	0
AC139713.1	0
AC139718.1	2
AC139718.2	0
AC139720.1	0
AC139720.2	0
AC139722.1	0
AC139768.1	173
AC139768.2	15
AC139769.1	634
AC139769.2	0
AC139769.3	5
AC139783.1	3
AC139783.2	1
AC139792.1	0
AC139792.2	13
AC139792.3	16
AC139795.1	517
AC139795.2	77
AC139795.3	0
AC139834.1	0
AC139887.1	39
AC139887.2	566
AC139887.3	9
AC139887.4	22
AC139887.5	27
AC140059.1	0
AC140063.1	0
AC140076.1	0
AC140113.1	0
AC140113.2	0
AC140113.3	0
AC140113.4	0
AC140118.1	1
AC140118.2	0
AC140121.1	0
AC140125.1	0
AC140125.2	0
AC140125.3	1
AC140134.1	115
AC140134.2	0
AC140168.1	0
AC140172.1	0
AC140479.1	0
AC140479.2	1
AC140479.3	1
AC140479.4	1
AC140479.5	0
AC140479.6	0
AC140479.7	0
AC140481.1	1
AC140481.2	0
AC140481.3	0
AC140504.1	0
AC140658.1	1
AC140658.2	4
AC140658.3	0
AC140658.4	0
AC140658.5	0
AC140658.6	0
AC140658.7	0
AC140725.1	0
AC140725.2	0
AC140847.1	2
AC140847.2	16
AC140847.3	0
AC140878.1	0
AC140912.1	1
AC141002.1	0
AC141257.1	0
AC141257.2	0
AC141257.3	0
AC141257.4	0
AC141273.1	1
AC141273.2	0
AC141273.3	0
AC141424.1	6
AC141557.1	60
AC141557.2	0
AC141586.1	62
AC141586.2	0
AC141586.3	6
AC141586.4	3
AC141586.5	61
AC141846.1	0
AC141930.1	39
AC141930.2	1
AC142086.1	2
AC142086.2	0
AC142086.3	1
AC142086.4	0
AC142086.5	0
AC142086.6	3
AC142116.2	0
AC142381.1	1
AC142381.2	0
AC142381.3	2
AC142381.4	0
AC142384.1	0
AC142391.1	0
AC142472.1	88
AC143336.1	0
AC144450.1	88
AC144521.1	49
AC144522.1	5
AC144530.1	9
AC144548.1	2
AC144568.1	1
AC144568.2	0
AC144573.1	0
AC144652.1	43
AC144831.1	217
AC144833.1	0
AC144836.1	0
AC145098.1	1
AC145098.2	46
AC145124.1	8
AC145138.1	49
AC145141.1	0
AC145141.2	1
AC145146.1	1
AC145207.1	3
AC145207.2	11
AC145207.3	0
AC145207.4	1
AC145207.5	92
AC145207.6	2
AC145207.7	0
AC145207.8	1
AC145207.9	4
AC145285.1	3
AC145285.2	1
AC145285.3	10
AC145285.4	0
AC145285.5	1
AC145285.6	34
AC145285.7	0
AC145343.1	0
AC145350.1	0
AC145350.2	1
AC145350.3	0
AC145350.4	0
AC145422.1	8
AC145423.1	0
AC145423.2	3
AC145423.3	1
AC145543.1	0
AC145625.1	0
AC145625.2	0
AC145676.1	0
AC146507.1	2
AC146507.2	61
AC146507.3	147
AC146944.1	3
AC146944.2	0
AC146944.3	0
AC146944.4	3
AC146949.1	2
AC147055.1	1
AC147055.2	0
AC147055.3	2
AC147055.4	0
AC147067.1	9
AC147067.2	0
AC147651.1	14
AC147651.2	0
AC147651.3	0
AC147651.4	24
AC147876.1	0
AC148476.1	46
AC148477.1	0
AC148477.10	0
AC148477.2	1
AC148477.3	0
AC148477.4	0
AC148477.5	0
AC148477.6	6
AC148477.7	1
AC148477.8	0
AC148477.9	0
AC152007.1	0
AC152010.1	0
AC156455.1	14
AC159540.1	0
AC159540.2	14
AC174048.1	0
AC174071.1	0
AC174469.1	2
AC183088.1	0
AC183088.2	1
AC183088.3	0
AC187653.1	0
AC188616.1	1
AC188617.1	2
AC188617.2	1
AC190387.1	0
AC207130.1	3
AC209005.1	0
AC209007.1	2
AC209154.1	0
AC211429.1	0
AC211433.1	0
AC211433.2	1
AC211433.3	0
AC211469.1	0
AC211469.2	0
AC211476.1	1
AC211476.2	14
AC211476.3	0
AC211476.4	0
AC211476.5	0
AC211476.6	15
AC211485.1	0
AC211486.1	1
AC211486.2	0
AC211486.3	0
AC211486.4	0
AC211486.5	0
AC211486.6	0
AC211486.7	0
AC211486.8	0
AC215217.1	0
AC215522.1	1
AC215522.2	35
AC215522.3	0
AC215524.1	0
AC217774.1	0
AC217774.2	0
AC226101.1	0
AC226118.1	10
AC226119.1	0
AC226119.2	0
AC226150.1	0
AC231532.1	0
AC231532.2	0
AC231533.1	6
AC231533.2	0
AC231656.1	0
AC231657.1	1
AC231657.2	2
AC231657.3	0
AC231759.1	0
AC231759.2	0
AC231760.1	0
AC231981.1	6
AC232271.1	63
AC232271.2	0
AC232271.3	1
AC232323.1	0
AC232323.2	0
AC233263.1	0
AC233263.2	0
AC233263.6	0
AC233266.1	1
AC233266.2	0
AC233279.1	1
AC233280.1	2
AC233280.19	6
AC233280.2	1
AC233289.1	0
AC233290.1	0
AC233290.2	0
AC233296.1	1
AC233297.1	0
AC233300.1	11
AC233699.1	7
AC233701.1	1
AC233702.1	2
AC233702.2	1
AC233702.3	0
AC233702.4	0
AC233702.5	0
AC233702.6	0
AC233702.7	0
AC233702.8	0
AC233702.9	0
AC233723.1	0
AC233723.2	0
AC233724.1	1
AC233724.10	0
AC233724.11	0
AC233724.12	0
AC233724.2	0
AC233724.3	0
AC233724.4	1
AC233724.5	0
AC233724.6	0
AC233724.7	0
AC233724.8	0
AC233724.9	0
AC233728.1	4
AC233728.2	2
AC233964.1	1
AC233968.1	12
AC233976.1	25
AC233976.2	0
AC233981.1	2
AC233981.2	0
AC233982.1	0
AC233992.1	0
AC233992.2	2
AC233992.3	3
AC234031.1	2
AC234063.1	0
AC234064.1	0
AC234582.1	25
AC234582.2	10
AC234644.1	3
AC234644.2	0
AC234771.1	0
AC234771.2	0
AC234771.3	0
AC234771.4	0
AC234771.5	0
AC234772.1	0
AC234772.2	59
AC234775.1	1
AC234775.2	4
AC234775.3	101
AC234775.4	61
AC234778.1	4
AC234779.1	1
AC234781.1	14
AC234781.2	17
AC234781.3	1
AC234781.4	0
AC234781.5	4
AC234782.1	5
AC234782.2	3
AC234782.3	29
AC234782.4	0
AC234783.1	9
AC234791.1	0
AC234917.1	0
AC234917.2	0
AC234917.3	5
AC235097.1	0
AC235565.1	0
AC235565.2	0
AC236430.1	0
AC236972.1	0
AC236972.2	0
AC236972.3	1
AC236972.4	0
AC237221.1	1
AC237221.2	1
AC239367.1	0
AC239367.2	0
AC239367.3	0
AC239584.1	1
AC239585.1	0
AC239585.2	0
AC239600.1	0
AC239600.2	1
AC239727.1	0
AC239798.1	0
AC239798.2	1
AC239798.3	0
AC239799.1	1
AC239799.2	88
AC239800.1	0
AC239800.2	1
AC239800.3	0
AC239801.1	0
AC239802.1	0
AC239802.2	0
AC239803.1	6
AC239803.2	3
AC239803.3	6
AC239804.1	0
AC239804.2	2
AC239809.1	0
AC239809.2	0
AC239809.3	5
AC239811.1	0
AC239859.1	2
AC239859.2	2
AC239859.3	2
AC239859.4	0
AC239859.5	3
AC239859.6	0
AC239860.1	0
AC239860.2	0
AC239860.3	1
AC239860.4	0
AC239868.1	0
AC240442.1	0
AC240504.1	0
AC240565.1	0
AC240565.2	4
AC241377.1	0
AC241377.2	0
AC241377.3	3
AC241377.4	4
AC241520.1	17
AC241584.1	12
AC241584.2	1
AC241585.1	5
AC241585.2	21
AC241585.3	0
AC241644.1	0
AC241644.2	0
AC241644.3	0
AC241952.1	354
AC242022.1	0
AC242022.2	0
AC242376.1	0
AC242376.2	57
AC242426.1	1
AC242426.2	5
AC242498.1	0
AC242842.1	18
AC242842.2	0
AC242842.3	0
AC242843.1	154
AC242852.1	0
AC242852.2	0
AC242988.1	7
AC242988.2	72
AC243312.1	0
AC243312.2	0
AC243428.1	0
AC243547.1	0
AC243547.2	4
AC243547.3	0
AC243562.1	1
AC243562.2	2
AC243562.3	0
AC243571.1	0
AC243571.2	1
AC243585.1	0
AC243585.2	5
AC243591.1	3
AC243654.1	0
AC243654.2	8
AC243654.3	0
AC243725.1	1
AC243732.1	0
AC243772.1	0
AC243772.2	2
AC243772.3	1
AC243773.1	0
AC243773.2	18
AC243829.1	1
AC243829.2	0
AC243829.3	0
AC243829.4	3
AC243829.5	0
AC243829.6	0
AC243829.7	0
AC243830.1	8
AC243830.2	4
AC243830.3	1
AC243836.1	43
AC243919.1	287
AC243919.2	0
AC243960.1	989
AC243960.2	14
AC243960.3	33
AC243960.4	0
AC243960.5	0
AC243960.7	2
AC243961.1	0
AC243962.1	0
AC243964.1	0
AC243964.2	0
AC243964.3	0
AC243965.1	33
AC243965.2	4
AC243967.1	0
AC243967.2	0
AC243967.3	2
AC243972.1	0
AC243972.2	2
AC243972.3	0
AC243994.1	0
AC244015.1	0
AC244015.2	0
AC244021.1	8
AC244023.1	0
AC244033.1	0
AC244033.2	9
AC244034.1	16
AC244034.2	8
AC244034.3	16
AC244035.1	1
AC244035.2	0
AC244035.3	0
AC244090.1	4
AC244090.2	0
AC244090.3	4
AC244093.1	28
AC244093.2	0
AC244093.3	12
AC244093.4	44
AC244093.5	2
AC244097.1	0
AC244098.1	0
AC244098.2	0
AC244098.3	0
AC244100.1	3
AC244100.2	6
AC244100.3	1
AC244100.4	0
AC244102.1	0
AC244102.2	0
AC244102.3	1
AC244102.4	1
AC244107.1	0
AC244107.2	0
AC244131.1	0
AC244131.2	3
AC244153.1	0
AC244154.1	108
AC244157.1	1
AC244157.2	3
AC244197.1	0
AC244197.2	60
AC244197.3	58
AC244205.1	0
AC244205.2	0
AC244213.1	0
AC244230.1	0
AC244230.2	0
AC244250.1	1
AC244250.2	0
AC244250.3	0
AC244250.4	1
AC244255.1	0
AC244258.1	1
AC244394.1	2
AC244394.2	1
AC244452.1	0
AC244452.3	0
AC244453.1	0
AC244453.2	0
AC244453.3	0
AC244472.1	0
AC244502.1	26
AC244502.2	0
AC244502.3	1
AC244505.1	0
AC244505.2	0
AC244505.3	0
AC244505.4	0
AC244505.5	0
AC244505.6	0
AC244505.7	0
AC244517.1	0
AC244517.10	0
AC244517.11	1
AC244517.12	0
AC244517.2	0
AC244517.3	0
AC244517.4	0
AC244517.5	1
AC244517.6	0
AC244517.7	1
AC244517.8	0
AC244517.9	0
AC244636.1	0
AC244636.2	0
AC244636.3	16
AC244669.1	12
AC244669.2	0
AC244670.1	0
AC245008.1	0
AC245014.1	0
AC245014.2	0
AC245014.3	349
AC245028.1	0
AC245028.2	0
AC245028.3	0
AC245033.1	0
AC245033.2	5
AC245033.3	0
AC245033.4	0
AC245036.1	3
AC245036.2	1
AC245036.3	0
AC245036.4	0
AC245036.5	0
AC245041.1	0
AC245041.2	0
AC245047.1	1
AC245047.2	0
AC245047.3	0
AC245047.4	0
AC245047.5	2
AC245047.6	0
AC245047.7	0
AC245047.8	0
AC245052.1	1
AC245052.2	0
AC245052.3	16
AC245052.4	11
AC245052.5	0
AC245052.6	0
AC245052.7	3
AC245054.1	1
AC245054.2	0
AC245056.1	0
AC245060.1	0
AC245060.2	0
AC245060.3	0
AC245060.4	18
AC245060.5	104
AC245060.6	1
AC245060.7	89
AC245088.1	1
AC245088.2	0
AC245096.1	0
AC245100.1	8
AC245100.2	1
AC245100.3	0
AC245100.4	20
AC245100.5	5
AC245100.6	3
AC245100.7	1
AC245100.8	95
AC245100.9	0
AC245102.1	0
AC245102.2	0
AC245123.1	0
AC245128.1	1
AC245128.2	1
AC245128.3	0
AC245140.1	1
AC245140.2	37
AC245140.3	5
AC245164.1	0
AC245164.2	4
AC245177.1	0
AC245187.1	0
AC245187.2	3
AC245291.1	0
AC245291.2	0
AC245291.3	0
AC245297.1	5
AC245297.2	3
AC245297.3	191
AC245369.1	0
AC245389.1	0
AC245407.1	1
AC245407.2	364
AC245427.1	0
AC245427.2	0
AC245452.1	58
AC245452.2	8
AC245452.3	1
AC245452.4	0
AC245452.5	0
AC245505.1	1
AC245505.2	2
AC245505.3	0
AC245517.1	0
AC245517.2	3
AC245517.3	0
AC245517.4	2
AC245517.5	0
AC245519.1	0
AC245519.2	0
AC245595.1	2
AC245595.2	0
AC245748.1	0
AC245748.2	0
AC245748.3	0
AC245884.1	4
AC245884.10	1
AC245884.11	7
AC245884.12	3
AC245884.2	1
AC245884.3	0
AC245884.4	3
AC245884.5	0
AC245884.6	0
AC245884.7	0
AC245884.8	17
AC245884.9	0
AC246680.1	0
AC246785.1	0
AC246785.2	0
AC246785.3	0
AC246785.4	0
AC246787.1	31
AC246787.2	17
AC246793.1	3
AC246817.1	8
AC246817.2	11
AC247036.1	1
AC253536.1	0
AC253536.2	0
AC253536.3	96
AC253536.4	1
AC253536.5	0
AC253536.6	0
AC253536.7	0
AC253572.1	0
AC253572.2	613
AC253576.1	2
AC253576.2	11
AC254562.1	8
AC254562.2	7
AC254562.3	33
AC254629.1	0
AC254633.1	8
ACAA1	998
ACAA2	239
ACACA	1081
ACACB	299
ACAD10	581
ACAD11	119
ACAD8	344
ACAD9	548
ACADL	0
ACADM	567
ACADS	104
ACADSB	200
ACADVL	4061
ACAN	6
ACAP1	2842
ACAP2	4972
ACAP2-IT1	155
ACAP3	1923
ACAT1	226
ACAT2	313
ACBD3	790
ACBD3-AS1	0
ACBD4	151
ACBD5	853
ACBD6	612
ACBD7	55
ACCS	1169
ACCSL	0
ACD	327
ACE	8
ACE2	2
ACE3P	0
ACER1	3
ACER2	31
ACER3	430
ACHE	10
ACIN1	8290
ACKR1	1
ACKR2	9
ACKR3	22
ACKR4	1
ACLY	1345
ACMSD	4
ACNATP	0
ACO1	350
ACO2	1305
ACOD1	0
ACOT1	13
ACOT11	9
ACOT12	13
ACOT13	75
ACOT2	131
ACOT4	1
ACOT6	0
ACOT7	65
ACOT8	140
ACOT9	701
ACOX1	827
ACOX2	3
ACOX3	222
ACOXL	1
ACOXL-AS1	7
ACP1	850
ACP2	185
ACP4	2
ACP5	41
ACP6	131
ACP7	1
ACPP	36
ACR	91
ACRBP	145
ACRV1	3
ACSBG1	13
ACSBG2	9
ACSF2	476
ACSF3	1100
ACSL1	1888
ACSL3	1143
ACSL4	456
